FEATURE_ID,SVDATE,RES_PEDEST,RES_BRIDGE,RES_TUNNEL,RES_STEPS,RES_LIFT,BOROUGH,PHOTO1_URL,PHOTO2_URL,geometry,res_length_m
RWG236492,2018-02-16,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236492_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236492_2.jpg,"list(c(-0.3224426703, -0.3223965932, 51.4607380833, 51.4607475901))",3.36270925926285
RWG236289,2018-01-05,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236289_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236289_2.jpg,"list(c(-0.339977364, -0.339978695, 51.4595169818, 51.4596124754))",10.6188209179445
RWG236314,2018-01-08,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236314_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236314_2.jpg,"list(c(-0.3440899406, -0.3442010034, 51.4588674017, 51.4588032805))",10.4902769134327
RWG236389,2018-01-16,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236389_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236389_2.jpg,"list(c(-0.3082150192, -0.3073105769, -0.307175419, -0.307090272, 51.4917061453, 51.4916819825, 51.4916156091, 51.4915421856))",84.6628754943464
RWG236493,2018-02-18,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236493_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236493_2.jpg,"list(c(-0.323148147, -0.323553351, -0.3238283828, 51.4498957672, 51.4501691607, 51.4504377701))",76.8142516948128
RWG291738,2018-03-29,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG291738_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291738_2.jpg,"list(c(-0.23079417, -0.2308802632, -0.2309594627, -0.2310706927, -0.231132184, 51.4875733182, 51.4876384627, 51.4876695974, 51.4877103695, 51.4876967782))",29.3209787474886
RWG291740,2018-03-29,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG291740_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291740_2.jpg,"list(c(-0.2444644893, -0.2445828541, 51.484762514, 51.4848272768))",10.9102447269989
RWG291742,2018-03-29,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG291742_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291742_2.jpg,"list(c(-0.247751256, -0.247646069, 51.4837895376, 51.4837283236))",9.96912227419107
RWG236419,2018-02-12,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236419_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236419_2.jpg,"list(c(-0.3306915834, -0.3306691509, -0.330637937, 51.4351000923, 51.4350605158, 51.4350131895))",10.3572783281815
RWG280763,2018-02-20,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280763_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280763_2.jpg,"list(c(-0.1931266497, -0.193257025, 51.5800712566, 51.5800405967))",9.63229951393938
RWG280766,2018-02-20,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280766_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280766_2.jpg,"list(c(-0.194503548, -0.1958943476, 51.583674634, 51.5830790064))",116.708684435625
RWG280715,2018-02-15,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280715_2.jpg,"list(c(-0.2088746394, -0.2089042169, 51.6000932731, 51.6000248081))",7.88230196532477
RWG291741,2018-03-29,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG291741_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291741_2.jpg,"list(c(-0.2445860594, -0.244687197, 51.4848050202, 51.4847393679))",10.1161813342306
RWG236356,2018-01-10,1,0,0,1,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236356_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236356_2.jpg,"list(c(-0.304205605, -0.3048908906, 51.4538948061, 51.4537188614))",51.3564114648853
RWG236375,2018-01-12,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236375_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236375_2.jpg,"list(c(-0.3685823854, -0.3691641506, 51.4480253683, 51.4474739314))",73.3838303816715
RWG236280,2018-01-04,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236280_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236280_2.jpg,"list(c(-0.3957722361, -0.3959176036, 51.4690017914, 51.468344217))",73.8091275774587
RWG236285,2018-01-04,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236285_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236285_2.jpg,"list(c(-0.356118904, -0.3561232342, 51.4591678434, 51.4585268611))",71.2747231049071
RWG280767,2018-02-20,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280767_2.jpg,"list(c(-0.1941186443, -0.1942596227, 51.5863553081, 51.5863637004))",9.78470504019003
RWG280789,2018-02-21,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280789_2.jpg,"list(c(-0.1878152816, -0.1879405083, 51.5966093783, 51.5966562128))",10.0965904464709
RWG275870,2018-03-05,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275870_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275870_2.jpg,"list(c(-0.3248311547, -0.3249624877, 51.5755441903, 51.5755661952))",9.39991362835091
RWG275820,2018-02-02,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275820_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275820_2.jpg,"list(c(-0.2696784361, -0.2697405815, 51.5558131949, 51.5557816834))",5.54411010965728
RWG275871,2018-03-05,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275871_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275871_2.jpg,"list(c(-0.3248167461, -0.3246781893, 51.5746664413, 51.5746784164))",9.66740277102042
RWG293108,2018-04-10,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG293108_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG293108_2.jpg,"list(c(-0.2833118885, -0.2834475078, 51.625487494, 51.6254537656))",10.0850709433758
RWG275833,2018-02-05,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275833_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275833_2.jpg,"list(c(-0.2734919555, -0.273636026, 51.5444370949, 51.5444057569))",10.5547353123322
RWG275844,2018-02-08,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275844_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275844_2.jpg,"list(c(-0.226497162, -0.2270260491, 51.538680626, 51.5385969038))",37.7448958182061
RWG275845,2018-02-08,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275845_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275845_2.jpg,"list(c(-0.226755068, -0.226615291, 51.5379309312, 51.537952782))",9.96804073056133
RWG275864,2018-02-23,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275864_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275864_2.jpg,"list(c(-0.2939670056, -0.2942831229, -0.2945330156, 51.5491228578, 51.5489621837, 51.5485079808))",81.610115639819
RWG237871,2018-01-09,1,0,0,1,0,Ealing,https://cycleassetimages.data.tfl.gov.uk/RWG237871_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG237871_2.jpg,"list(c(-0.3632100736, -0.3631168119, 51.5018811965, 51.5019655839))",11.3895149068605
RWG275785,2018-01-27,1,1,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275785_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275785_2.jpg,"list(c(-0.2547692213, -0.2548079687, -0.2546640581, 51.5600320681, 51.5600453934, 51.5603131384))",34.4511975003955
RWG275786,2018-01-29,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275786_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275786_2.jpg,"list(c(-0.289828846, -0.2899593945, -0.2901924994, 51.5763705625, 51.5768288351, 51.5768554388))",68.1278866014294
RWG290881,2018-03-29,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG290881_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290881_2.jpg,"list(c(-0.1792202124, -0.1790991799, 51.3895770481, 51.3896320278))",10.387714696118
RWG275879,2018-03-07,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275879_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275879_2.jpg,"list(c(-0.2163718312, -0.2165111595, 51.5292554465, 51.529278763))",9.98081736142311
RWG275880,2018-03-07,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275880_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275880_2.jpg,"list(c(-0.2163951982, -0.2165402566, 51.529332622, 51.5293572503))",10.4015395662111
RWG275881,2018-03-07,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275881_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275881_2.jpg,"list(c(-0.1971551479, -0.1972075381, 51.5314077162, 51.5313220689))",10.1897721281235
RWG280748,2018-02-19,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280748_2.jpg,"list(c(-0.2222909725, -0.2221956804, 51.588562857, 51.5885364784))",7.20721827417204
RWG280751,2018-02-19,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280751_2.jpg,"list(c(-0.1578933446, -0.1578311876, -0.1577733908, 51.6399420834, 51.6399717494, 51.6399963518))",10.2475460320338
RWG280990,2018-03-07,1,0,1,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280990_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280990_2.jpg,"list(c(-0.2332905053, -0.2328990101, 51.5959744514, 51.5959809791))",27.0521560426449
RWG275761,2018-01-17,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275761_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275761_2.jpg,"list(c(-0.2732833056, -0.2742047511, 51.6106454788, 51.6105664483))",64.2320610671667
RWG275783,2018-01-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275783_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275783_2.jpg,"list(c(-0.2636238015, -0.2637352995, 51.5648671532, 51.5649193926))",9.65085555989711
RWG275873,2018-03-07,1,0,0,1,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275873_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275873_2.jpg,"list(c(-0.3262287775, -0.3263258169, 51.5778713149, 51.5779021084))",7.52927254971422
RWG280937,2018-02-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG280937_1.jpg,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,"list(c(-0.2476426678, -0.2476552245, 51.5489485461, 51.5488516661))",10.8075143572133
RWG280938,2018-02-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280938_2.jpg,"list(c(-0.2476655078, -0.2478115249, 51.5491479508, 51.5491253142))",10.4055148215877
RWG280939,2018-02-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG280939_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280939_2.jpg,"list(c(-0.2475017118, -0.2473556135, 51.5491708955, 51.5491897473))",10.3172881552911
RWG275877,2018-03-07,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275877_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275877_2.jpg,"list(c(-0.2160651357, -0.2160358563, 51.5293290836, 51.5294177595))",10.0662004256797
RWG205355,2017-11-27,1,0,0,0,0,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG205355_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG205355_2.jpg,"list(c(0.0015274145, 0.0014124165, 0.0012676196, 0.0009478214, 51.3929870636, 51.3933199647, 51.3940134657, 51.3942258664))",148.038144148873
RWG280978,2018-03-06,1,0,1,1,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280978_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280978_2.jpg,"list(c(-0.2350615965, -0.2349277577, 51.6020087074, 51.6019703567))",10.1798968177958
RWG238033,2018-01-31,1,0,0,0,0,Ealing,https://cycleassetimages.data.tfl.gov.uk/RWG238033_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG238033_2.jpg,"list(c(-0.3552522602, -0.3553455636, 51.5508050114, 51.5507363007))",9.99967920439803
RWG238055,2018-02-15,1,0,0,0,0,Ealing,https://cycleassetimages.data.tfl.gov.uk/RWG238055_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG238055_2.jpg,"list(c(-0.3686795362, -0.3685793941, -0.3685462564, 51.5324363116, 51.5324262786, 51.5324241912))",9.32012332597267
RWG293106,2018-04-10,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG293106_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG293106_2.jpg,"list(c(-0.3092403507, -0.3091706032, -0.3091357289, -0.309091759, 51.570622352, 51.5706355465, 51.5706647617, 51.5706713583))",12.2100666587448
RWG275740,2018-01-16,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275740_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275740_2.jpg,"list(c(-0.2778202615, -0.2759109087, -0.2758576412, -0.2757372788, -0.2755251537, -0.2753219347, -0.274852708, -0.2742188348, 51.6115548183, 51.610517516, 51.6105214586, 51.6104937064, 51.6103842855, 51.6103753108, 51.6104074828, 51.6105845023))",301.448177314419
RWG280992,2018-03-22,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280992_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280992_2.jpg,"list(c(-0.1842100899, -0.1840644905, -0.1839290902, -0.1837897903, -0.1837327513, 51.6055182674, 51.6055417674, 51.6055512666, 51.6055437673, 51.6055125223))",34.7078634822181
RWG293110,2018-04-10,1,1,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG293110_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG293110_2.jpg,"list(c(-0.2847233559, -0.2839808013, -0.284106176, -0.2848579583, 51.6231969157, 51.6230077082, 51.6228049247, 51.6230024585))",135.918247874925
RWG290166,2018-03-22,1,0,0,0,0,Barking & Dagenham,https://cycleassetimages.data.tfl.gov.uk/RWG290166_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290166_2.jpg,"list(c(0.074984619, 0.075127419, 0.0751742189, 0.075237919, 0.0753056193, 0.0753640199, 0.0754420197, 51.5355859751, 51.5355573749, 51.5355083746, 51.5353671741, 51.5351871745, 51.5350897746, 51.5349893751))",77.5351162436681
RWG275741,2018-01-16,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275741_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275741_2.jpg,"list(c(-0.276865953, -0.2767774819, 51.6183720573, 51.6183445922))",6.82903734708465
RWG275742,2018-01-16,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275742_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275742_2.jpg,"list(c(-0.2806783569, -0.2792111648, -0.2784846269, -0.2782929825, -0.2777660754, -0.2772291513, -0.2768080029, -0.2764008235, -0.27609203, -0.2755764807, -0.274730187, -0.2737348582, -0.273231872, -0.273026955, -0.2728220354, 51.6318536173, 51.6320938549, 51.6322639998, 51.6324688152, 51.6326769719, 51.6329624382, 51.6331576655, 51.6330023898, 51.6326849216, 51.6322785568, 51.6313898283, 51.6314294735, 51.6314245175, 51.6304975304, 51.6297706623))",849.025081154336
RWG275744,2018-01-16,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275744_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275744_2.jpg,"list(c(-0.2755843969, -0.2753119905, -0.2750632808, -0.2749414007, -0.2747903984, -0.2740623709, 51.6142192469, 51.6141770081, 51.6140704101, 51.6141700916, 51.6141031644, 51.6142409938))",119.531716914857
RWG275814,2018-02-01,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275814_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275814_2.jpg,"list(c(-0.2969190985, -0.2968130851, 51.5841819446, 51.5839920282))",22.3520129348781
RWG275817,2018-02-01,1,0,1,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275817_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275817_2.jpg,"list(c(-0.3081181415, -0.3082101875, -0.3083662318, -0.3088077566, 51.5706591259, 51.5707805008, 51.5707342277, 51.5706531229))",58.6896187878944
RWG280714,2018-02-15,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280714_2.jpg,"list(c(-0.1584493523, -0.1583536393, 51.6275929154, 51.6275150166))",10.8939792438993
RWG275869,2018-03-05,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275869_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275869_2.jpg,"list(c(-0.3249296047, -0.3248750032, 51.575018321, 51.5751031002))",10.1541551127885
RWG280936,2018-02-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG280936_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280936_2.jpg,"list(c(-0.2499650786, -0.2498349551, 51.5475927666, 51.5475386962))",10.8217042718265
RWG275784,2018-01-27,1,0,1,1,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275784_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275784_2.jpg,"list(c(-0.2535082154, -0.2535944441, -0.2535730769, -0.253552027, -0.2535444739, -0.2535314421, -0.2535219038, -0.2535169599, -0.2535352535, -0.2535622029, -0.2535802827, 51.560601537, 51.5605105089, 51.5604781545, 51.5604208209, 51.5604165397, 51.5604151364, 51.5604196626, 51.5604266509, 51.5604776417, 51.5605185689, 51.5605134296))",37.5751731070296
RWG275825,2018-02-02,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275825_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275825_2.jpg,"list(c(-0.2559784638, -0.2560244531, -0.256057472, 51.5494596461, 51.5494938857, 51.5495352688))",10.0974405968643
RWG275826,2018-02-02,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275826_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275826_2.jpg,"list(c(-0.2559062003, -0.2558344411, 51.549383986, 51.5492996411))",10.610398296241
RWG280799,2018-02-21,1,1,0,1,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,https://cycleassetimages.data.tfl.gov.uk/RWG280799_2.jpg,"list(c(-0.2208734366, -0.2203025729, 51.5793245476, 51.5796068741))",50.4140181931601
RWG275867,2018-02-27,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275867_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275867_2.jpg,"list(c(-0.2395548605, -0.2394281395, 51.5514821486, 51.5515336933))",10.4699166495784
RWG290880,2018-03-29,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG290880_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290880_2.jpg,"list(c(-0.1793386534, -0.1794903741, 51.3895646081, 51.389560863))",10.5358570449676
RWG220167,2017-12-20,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220167_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220167_2.jpg,"list(c(-0.2060599018, -0.205962961, 51.3729528617, 51.3728840157))",10.1923275666348
RWG280760,2018-02-19,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280760_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG280760_2.jpg,"list(c(-0.2054787867, -0.2055773871, -0.2056932858, 51.5822875704, 51.5824000705, 51.5825624713), c(-0.2056932858, -0.2063450855, -0.2065099143, 51.5825624713, 51.5825373713, 51.5825283365), c(-0.2056932858, -0.2057133852, 51.5825624713, 51.5826302714))",98.2200572186294
RWG236488,2018-02-16,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236488_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236488_2.jpg,"list(c(-0.313042714, -0.3129774836, -0.3129780645, 51.4529526167, 51.4530328249, 51.4530328008))",10.0390473343293
RWG237999,2018-01-26,1,0,0,0,0,Ealing,https://cycleassetimages.data.tfl.gov.uk/RWG237999_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG237999_2.jpg,"list(c(-0.3818509226, -0.38173958, 51.5461274727, 51.5460668699))",10.2318776605251
RWG220168,2017-12-21,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220168_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220168_2.jpg,"list(c(-0.1924978712, -0.1926377955, 51.3612119236, 51.3611918931))",9.96715588727381
RWG220015,2017-12-09,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG220015_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220015_2.jpg,"list(c(-0.1768875317, -0.1767385171, 51.4060081088, 51.4060183603))",10.3988022431806
RWG220186,2017-12-22,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220186_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220186_2.jpg,"list(c(-0.1658939145, -0.1658207359, 51.3540733742, 51.3530933801))",109.088969021706
RWG220169,2017-12-21,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220169_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220169_2.jpg,"list(c(-0.1924932402, -0.1926393406, 51.361302017, 51.361301383))",10.144146700082
RWG219957,2017-12-01,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG219957_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG219957_2.jpg,"list(c(-0.1616009029, -0.1616412997, 51.419727878, 51.4196415193))",10.0028979871706
RWG219965,2017-12-04,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG219965_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG219965_2.jpg,"list(c(-0.1603233674, -0.159886803, 51.4162671722, 51.416300136))",30.4957989219742
RWG219999,2017-12-07,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG219999_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG219999_2.jpg,"list(c(-0.1760683013, -0.1761980944, 51.3863586588, 51.3863311812))",9.51087242929483
RWG220016,2017-12-09,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG220016_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220016_2.jpg,"list(c(-0.1766563635, -0.1766236113, -0.1765843636, -0.1765447996, -0.1765111829, 51.4048867094, 51.4048670434, 51.404823396, 51.4047606278, 51.404698641))",23.4941377764235
RWG280741,2018-02-19,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG280741_1.jpg,https://cycleassetimages.data.tfl.gov.uk/no_asset_photo.png,"list(c(-0.1702640219, -0.170304734, 51.6420689216, 51.6421617157))",10.6938553166128
RWG220049,2017-12-13,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG220049_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220049_2.jpg,"list(c(-0.1683841287, -0.1685160815, 51.4043417171, 51.4043827177))",10.2255832604402
RWG220069,2017-12-14,1,0,0,0,0,Merton,https://cycleassetimages.data.tfl.gov.uk/RWG220069_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220069_2.jpg,"list(c(-0.1877965403, -0.1878079376, -0.1878262114, 51.3922857662, 51.3922550589, 51.3921974342))",10.0367030354059
RWG220161,2017-12-20,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220161_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220161_2.jpg,"list(c(-0.1989466136, -0.199031949, -0.1990361938, -0.1990386014, 51.3731862383, 51.3731175396, 51.373112837, 51.3731105062))",10.5750381356682
RWG220162,2017-12-20,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220162_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220162_2.jpg,"list(c(-0.1991592933, -0.199066969, 51.3730099361, 51.3730878851))",10.7794059526142
RWG275758,2018-01-17,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275758_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275758_2.jpg,"list(c(-0.274945866, -0.2753219347, 51.6100538276, 51.6103753108))",44.1842335791287
RWG275759,2018-01-17,1,0,0,0,0,Barnet,https://cycleassetimages.data.tfl.gov.uk/RWG275759_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275759_2.jpg,"list(c(-0.2739911833, -0.2742188348, 51.6102926859, 51.6105845023))",36.0558678595663
RWG275878,2018-03-07,1,0,0,0,0,Brent,https://cycleassetimages.data.tfl.gov.uk/RWG275878_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG275878_2.jpg,"list(c(-0.2161135826, -0.2161156127, 51.5292038744, 51.5291106825))",10.3634343078307
RWG236364,2018-01-10,1,0,0,0,0,Hounslow,https://cycleassetimages.data.tfl.gov.uk/RWG236364_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236364_2.jpg,"list(c(-0.3696877851, -0.3700586138, 51.4813094026, 51.4804343568))",100.632481859437
RWG236414,2018-02-12,1,0,0,0,0,Richmond upon Thames,https://cycleassetimages.data.tfl.gov.uk/RWG236414_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG236414_2.jpg,"list(c(-0.3303211245, -0.3310802636, 51.4455433651, 51.4454307163))",54.081465468302
RWG220021,2017-12-09,1,0,0,0,0,Sutton,https://cycleassetimages.data.tfl.gov.uk/RWG220021_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220021_2.jpg,"list(c(-0.1716250442, -0.1717634946, 51.3802623715, 51.3802422851))",9.86494550533305
