FEATURE_ID,SVDATE,CRS_SIGNAL,CRS_SEGREG,CRS_CYGAP,CRS_PEDEST,CRS_LEVEL,BOROUGH,PHOTO1_URL,PHOTO2_URL,geometry
RWG184417,2017-11-08,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG184417_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184417_2.jpg,"list(c(0.0319639019, 0.0319771548, 51.5173560647, 51.5172896914))"
RWG220926,2018-02-12,0,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG220926_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220926_2.jpg,"list(c(0.0693203732, 0.0694173186, 51.5761287484, 51.5761228912))"
RWG154470,2017-10-10,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG154470_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154470_2.jpg,"list(c(0.1554989488, 0.1554820983, 51.5978346732, 51.5979077827))"
RWG999450,2018-06-19,1,0,0,1,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG999450_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999450_2.jpg,"list(c(0.1838316036, 0.1838426451, 51.5687015023, 51.5687544931))"
RWG999449,2018-06-19,1,0,0,1,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG999449_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999449_2.jpg,"list(c(0.1838297237, 0.1837777068, 51.5687825563, 51.5688154051))"
RWG277268,2018-03-09,1,1,1,0,0,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG277268_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277268_2.jpg,"list(c(0.1078952759, 0.107798144, 51.3821623875, 51.3821435851), c(0.1080131724, 0.1079293112, 51.3822303648, 51.3822175994))"
RWG290130,2018-03-22,1,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG290130_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290130_2.jpg,"list(c(0.0643045595, 0.064170958, 51.5698683761, 51.569837835))"
RWG220928,2018-02-12,1,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG220928_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220928_2.jpg,"list(c(0.0730694103, 0.0730314914, 0.0732720207, 0.0732302187, 51.5754354352, 51.5753515991, 51.5753114294, 51.5752221233))"
RWG220930,2018-02-13,1,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG220930_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220930_2.jpg,"list(c(0.0669941237, 0.0670517636, 0.0670153785, 0.067096841, 51.5763158708, 51.5764145877, 51.5764281417, 51.576486285))"
RWG184444,2017-11-17,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184444_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184444_2.jpg,"list(c(0.1052488526, 0.1052744256, 51.4985660667, 51.4986246151), c(0.1052064675, 0.1052328909, 51.4987381389, 51.4987935695))"
RWG184456,2018-01-20,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG184456_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184456_2.jpg,"list(c(0.0343187988, 0.0342497894, 51.5171691851, 51.5172109092))"
RWG184437,2017-11-16,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184437_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184437_2.jpg,"list(c(0.0105357847, 0.0106088828, 51.4938056713, 51.4937570685), c(0.0103497958, 0.0104236512, 51.4938364675, 51.4937902358))"
RWG154537,2017-11-06,0,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG154537_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154537_2.jpg,"list(c(0.0685897167, 0.0685161452, 51.5570409237, 51.5570449575))"
RWG154538,2017-11-06,0,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG154538_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154538_2.jpg,"list(c(0.068237674, 0.0681062875, 51.5571485231, 51.5572019011))"
RWG154571,2017-11-12,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG154571_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154571_2.jpg,"list(c(0.002213383, 0.0021378589, 51.541061279, 51.541130033))"
RWG184446,2017-11-17,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184446_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184446_2.jpg,"list(c(0.1049513982, 0.1050485436, 51.4985637922, 51.4985427941), c(0.104825849, 0.1049083742, 51.4985904582, 51.4985727955))"
RWG184428,2017-11-13,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184428_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184428_2.jpg,"list(c(0.0035113987, 0.0034120301, 51.4977079316, 51.4977714924), c(0.0033275214, 0.003295253, 51.4978262337, 51.497855337), c(0.0033473917, 0.0032368191, 51.4979315369, 51.4980186262))"
RWG184432,2017-11-15,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184432_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184432_2.jpg,"list(c(0.1111675563, 0.1111288949, 51.5068870125, 51.506941483), c(0.1109237694, 0.1108850856, 51.5069251908, 51.506979185))"
RWG154510,2017-10-26,1,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG154510_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154510_2.jpg,"list(c(0.0848668801, 0.0847350804, 51.5841002086, 51.5841108909))"
RWG154527,2017-11-02,1,1,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG154527_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154527_2.jpg,"list(c(0.0918020621, 0.0917446965, 51.562852713, 51.5629499494))"
RWG154558,2017-11-09,0,0,0,0,0,Redbridge,https://cycleassetimages.data.tfl.gov.uk/RWG154558_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154558_2.jpg,"list(c(0.0524580677, 0.052552673, 0.0526379551, 51.5874342163, 51.5873498643, 51.58727073))"
RWG199201,2018-01-30,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199201_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199201_2.jpg,"list(c(-0.0022125795, -0.0020997134, 51.4218136541, 51.4218424465))"
RWG199202,2018-01-30,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199202_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199202_2.jpg,"list(c(-0.0112486587, -0.0114474854, 51.4648050303, 51.4648505609))"
RWG184408,2017-11-08,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184408_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184408_2.jpg,"list(c(0.0009457889, 0.0010172291, 51.4839876959, 51.4839150424))"
RWG184419,2017-11-09,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184419_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184419_2.jpg,"list(c(-0.0004174336, -0.0003624514, 51.4835705008, 51.4834946135))"
RWG291101,2018-04-17,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG291101_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291101_2.jpg,"list(c(-0.0147182023, -0.0147154652, 51.4645834303, 51.4644925777))"
RWG199166,2017-11-16,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199166_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199166_2.jpg,"list(c(-0.0134405954, -0.0134290666, 51.4577523536, 51.4577838922))"
RWG277264,2018-03-09,1,0,0,0,0,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG277264_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277264_2.jpg,"list(c(0.1090708349, 0.1091223949, 51.3879987949, 51.3880648283))"
RWG999448,2018-06-19,1,0,0,1,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG999448_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999448_2.jpg,"list(c(0.1836654644, 0.1836275886, 51.5687966303, 51.568822694))"
RWG999447,2018-06-19,1,0,0,1,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG999447_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG999447_2.jpg,"list(c(0.1836100614, 0.183552133, 51.5688370566, 51.5688780839))"
RWG184434,2017-11-16,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184434_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184434_2.jpg,"list(c(0.0090126208, 0.0091118663, 51.4930493585, 51.4930099292))"
RWG184435,2017-11-16,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184435_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184435_2.jpg,"list(c(0.0083696722, 0.0084546232, 51.4945556185, 51.4945891401), c(0.0084934793, 0.0085842682, 51.4946405823, 51.494676859))"
RWG291103,2018-04-17,0,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG291103_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291103_2.jpg,"list(c(-0.0425296922, -0.0424391583, 51.4843867571, 51.4844280717))"
RWG184413,2017-11-08,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG184413_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184413_2.jpg,"list(c(0.0324532582, 0.0324354705, 51.5173328287, 51.5173995684))"
RWG184414,2017-11-08,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG184414_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184414_2.jpg,"list(c(0.0318794093, 0.031947543, 0.0320954541, 0.032268217, 0.0324424613, 0.0325188093, 51.5174497657, 51.5174090322, 51.517409424, 51.5174465676, 51.5174565322, 51.5175054362))"
RWG199191,2017-11-23,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199191_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199191_2.jpg,"list(c(0.0262123907, 0.0262654823, 51.4612883894, 51.4612930747))"
RWG199199,2018-01-29,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199199_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199199_2.jpg,"list(c(0.029164868, 0.0290728327, 51.4508279594, 51.4508087557))"
RWG244594,2018-02-27,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244594_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244594_2.jpg,"list(c(0.0907266356, 0.0906481648, 51.4976641036, 51.4977369891), c(0.0906312323, 0.0905950908, 51.4977692045, 51.4978285699), c(0.0905348365, 0.0905026066, 51.4979419791, 51.4979974447), c(0.0904534159, 0.0904417622, 51.4980671425, 51.4980978798))"
RWG199206,2017-11-16,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199206_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199206_2.jpg,"list(c(0.066657922, 0.0666146623, 51.4515078074, 51.451579694))"
RWG291104,2018-04-17,0,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG291104_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG291104_2.jpg,"list(c(-0.0382019027, -0.0381077632, 51.4646559299, 51.4646547465))"
RWG184452,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184452_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184452_2.jpg,"list(c(0.0700185148, 0.069884604, 51.4913803654, 51.4913349208))"
RWG199211,2017-11-20,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199211_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199211_2.jpg,"list(c(0.051241536, 0.0513345756, 51.4399236838, 51.4399082713))"
RWG199226,2018-01-29,0,1,1,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199226_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199226_2.jpg,"list(c(0.0338560872, 0.0339735041, 51.4603543754, 51.4602962972))"
RWG154546,2017-11-08,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG154546_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154546_2.jpg,"list(c(-0.0059501614, -0.0058748673, 51.5354486016, 51.5354793982), c(-0.0057869425, -0.0057097126, 51.5354660076, 51.5355046676))"
RWG184433,2017-11-15,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184433_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184433_2.jpg,"list(c(0.0088014815, 0.0086190043, 51.4899266915, 51.4899250659))"
RWG184385,2017-11-05,1,0,0,0,0,Barking & Dagenham,https://cycleassetimages.data.tfl.gov.uk/RWG184385_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184385_2.jpg,"list(c(0.1476448437, 0.1476942828, 51.5314373278, 51.5314354057))"
RWG244592,2018-02-21,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244592_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244592_2.jpg,"list(c(0.0779125427, 0.0779201543, 0.0777969779, 0.0778113523, 51.4911700807, 51.4910843394, 51.491077014, 51.4909530555))"
RWG244593,2018-02-27,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244593_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244593_2.jpg,"list(c(0.0892140885, 0.0891824201, 51.4972715405, 51.4973042252), c(0.0891304749, 0.0890597249, 51.4973436965, 51.4973970649), c(0.088940132, 0.0888779032, 51.4974827107, 51.4975223643), c(0.0888149455, 0.0887634921, 51.4975362917, 51.4975507803))"
RWG277262,2018-03-08,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG277262_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277262_2.jpg,"list(c(0.008942932, 0.0089188156, 51.4456063819, 51.4457350333))"
RWG277263,2018-03-09,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG277263_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277263_2.jpg,"list(c(-0.0325041275, -0.0325736547, 51.4730343479, 51.4730371555), c(-0.0326095382, -0.032610676, -0.0326267421, 51.4730626539, 51.4730633178, 51.4731054558))"
RWG184454,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184454_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184454_2.jpg,"list(c(0.0699388036, 0.0698383411, 51.4910717286, 51.4910933816))"
RWG277267,2018-03-09,1,0,0,0,0,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG277267_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277267_2.jpg,"list(c(0.1095081833, 0.1094080144, 51.3877465758, 51.3876904159))"
RWG154570,2017-10-23,1,0,0,0,0,Newham,https://cycleassetimages.data.tfl.gov.uk/RWG154570_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG154570_2.jpg,"list(c(-0.0001763563, -5.10818e-05, 51.539522267, 51.5394791905))"
RWG244590,2018-02-21,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244590_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244590_2.jpg,"list(c(0.016712601, 0.0167296897, 51.486371888, 51.4863187721), c(0.0167937525, 0.016804712, 51.4864490112, 51.486412418))"
RWG184442,2017-11-17,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184442_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184442_2.jpg,"list(c(0.1018422902, 0.1019356592, 51.4984480979, 51.4984226314))"
RWG277269,2018-02-26,0,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG277269_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277269_2.jpg,"list(c(-0.0423595393, -0.0422051336, 51.4844518372, 51.4844012042))"
RWG290349,2018-04-05,0,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG290349_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290349_2.jpg,"list(c(0.0611981897, 0.0611045486, 51.4943244664, 51.4943187116))"
RWG184532,2018-01-22,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184532_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184532_2.jpg,"list(c(0.0120396568, 0.0120068853, 0.0119755914, 51.4900894481, 51.4900748898, 51.4900620579))"
RWG277266,2018-03-09,1,0,0,0,0,Bromley,https://cycleassetimages.data.tfl.gov.uk/RWG277266_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277266_2.jpg,"list(c(0.1093918996, 0.1094694243, 51.3880622343, 51.3880482976), c(0.1092860664, 0.1093600622, 51.3880834643, 51.3880692729))"
RWG199219,2017-11-24,0,1,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199219_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199219_2.jpg,"list(c(-0.0282041176, -0.028220609, 51.480804974, 51.4808602422))"
RWG199223,2017-11-24,0,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199223_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199223_2.jpg,"list(c(-0.0284196147, -0.0283353998, 51.4775801492, 51.4775969689))"
RWG199179,2017-11-19,1,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199179_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199179_2.jpg,"list(c(0.0296960153, 0.0297553699, 51.4660562199, 51.46591871))"
RWG184531,2018-01-22,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184531_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184531_2.jpg,"list(c(0.012099536, 0.0121725863, 51.4902062826, 51.4902726023))"
RWG184533,2018-01-23,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184533_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184533_2.jpg,"list(c(0.0610236836, 0.0610453783, 51.4944803234, 51.4943676021))"
RWG184448,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184448_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184448_2.jpg,"list(c(0.0668459186, 0.0667694858, 51.4927084461, 51.492762972))"
RWG199195,2018-01-25,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199195_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199195_2.jpg,"list(c(-0.0177279342, -0.0177025019, 51.4731180434, 51.4732040694))"
RWG184520,2017-11-05,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184520_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184520_2.jpg,"list(c(0.0578627488, 0.0580013134, 51.4849965235, 51.4850031286))"
RWG199194,2018-01-25,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199194_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199194_2.jpg,"list(c(-0.0375647696, -0.0376031373, 51.4783430098, 51.4784013967))"
RWG184471,2018-01-22,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184471_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184471_2.jpg,"list(c(-0.000106195, -0.0001641632, 51.4835680644, 51.4836455838))"
RWG184472,2018-01-22,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184472_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184472_2.jpg,"list(c(0.0151327244, 0.0151889126, 51.492742698, 51.492802936))"
RWG184473,2018-01-23,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184473_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184473_2.jpg,"list(c(0.0854365746, 0.0855074826, 51.4897815146, 51.4898238445))"
RWG277270,2018-03-08,0,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG277270_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG277270_2.jpg,"list(c(-0.0218297329, -0.0218370025, -0.0222464547, -0.0223415189, -0.0223316651, -0.0222243284, -0.0222107341, -0.0222949518, 51.4517951508, 51.4518686256, 51.4519481093, 51.4519282209, 51.4518617044, 51.4518622661, 51.451918699, 51.4519987452))"
RWG184438,2017-11-16,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184438_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184438_2.jpg,"list(c(0.0130433729, 0.012964059, 51.4911261236, 51.4910561045), c(0.0130023736, 0.0129471671, 51.4912767268, 51.4912348461))"
RWG184440,2017-11-16,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184440_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184440_2.jpg,"list(c(0.0119947956, 0.0121537739, 51.4949154281, 51.4950230955))"
RWG184343,2017-10-27,0,1,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184343_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184343_2.jpg,"list(c(0.0665881182, 0.0666111175, 51.4515734102, 51.4515370349))"
RWG184371,2017-11-02,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184371_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184371_2.jpg,"list(c(0.0859564689, 0.085892998, 51.4926582572, 51.4927286667))"
RWG184372,2017-11-02,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184372_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184372_2.jpg,"list(c(0.0861446565, 0.0862840678, 51.4926333131, 51.4926035883))"
RWG184450,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184450_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184450_2.jpg,"list(c(0.0672261957, 0.0671735845, 51.4929262527, 51.4929600385), c(0.0671553738, 0.0671166784, 51.4929730323, 51.4929985924))"
RWG184451,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184451_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184451_2.jpg,"list(c(0.070116951, 0.0700911418, 51.4914611513, 51.491406569), c(0.070156808, 0.070128085, 51.4915454433, 51.4914870564))"
RWG199159,2017-11-13,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199159_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199159_2.jpg,"list(c(0.048333976, 0.0482489401, 51.4598901904, 51.4599260596))"
RWG199162,2017-11-14,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG199162_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199162_2.jpg,"list(c(0.0402381194, 0.0401954864, 0.0403489662, 0.0402935431, 51.441427778, 51.4413436269, 51.4413002228, 51.4412196155))"
RWG290341,2018-04-05,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG290341_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290341_2.jpg,"list(c(-0.0031218322, -0.0032221323, 51.4829381421, 51.4829058084))"
RWG290342,2018-04-05,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG290342_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290342_2.jpg,"list(c(-0.0029583209, -0.0030228418, 51.4828702393, 51.4829476677))"
RWG244596,2018-02-19,0,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244596_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244596_2.jpg,"list(c(0.0886195242, 0.0886032018, 51.498140838, 51.4980840247))"
RWG244598,2018-02-27,0,1,1,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244598_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244598_2.jpg,"list(c(0.0190388491, 0.0191594181, 0.0191854956, 0.0192148104, 0.0192481713, 0.0192824143, 0.0193143758, 0.0193411883, 0.0193673227, 0.0193935281, 0.0194941147, 51.4772032005, 51.4771858361, 51.4771987766, 51.4772078358, 51.4772104944, 51.477208412, 51.4772001926, 51.4771871373, 51.4771779014, 51.4771673377, 51.4771370534))"
RWG290346,2018-04-05,0,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG290346_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG290346_2.jpg,"list(c(0.0852226586, 0.0852694297, 51.4895541071, 51.4895248561))"
RWG184373,2017-11-02,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184373_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184373_2.jpg,"list(c(0.0858799738, 0.0859562872, 51.4924808045, 51.4925306627))"
RWG184405,2017-11-08,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184405_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184405_2.jpg,"list(c(0.0007212555, 0.0007864537, 51.4839108446, 51.4838333543))"
RWG184474,2018-01-23,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184474_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184474_2.jpg,"list(c(0.0411653517, 0.0412334099, 51.4910669955, 51.4910086962), c(0.0409452499, 0.0410164231, 51.491100801, 51.4910411194))"
RWG244585,2018-01-23,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG244585_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG244585_2.jpg,"list(c(0.0852103622, 0.0852658202, 51.4896309836, 51.4896683924))"
RWG184449,2018-01-19,1,0,0,0,0,Greenwich,https://cycleassetimages.data.tfl.gov.uk/RWG184449_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG184449_2.jpg,"list(c(0.0670423691, 0.0671088769, 51.4926684028, 51.492707943), c(0.0671477772, 0.0672064594, 51.492726324, 51.4927585685))"
RWG199178,2017-11-19,1,0,0,0,0,Lewisham,https://cycleassetimages.data.tfl.gov.uk/RWG199178_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG199178_2.jpg,"list(c(-0.0130601268, -0.0129691986, 51.468812594, 51.4688461294))"
RWG205311,2017-12-01,1,0,0,0,0,Croydon,https://cycleassetimages.data.tfl.gov.uk/RWG205311_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG205311_2.jpg,"list(c(-0.0373074735, -0.0373036357, 51.3768365728, 51.3769171296))"
RWG205312,2017-12-02,1,0,0,0,0,Croydon,https://cycleassetimages.data.tfl.gov.uk/RWG205312_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG205312_2.jpg,"list(c(-0.0559973746, -0.055902875, 51.3897822867, 51.3897205592))"
