FEATURE_ID,SVDATE,CRS_SIGNAL,CRS_SEGREG,CRS_CYGAP,CRS_PEDEST,CRS_LEVEL,BOROUGH,PHOTO1_URL,PHOTO2_URL,geometry
RWG150510,2017-09-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150510_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150510_2.jpg,"list(c(-0.0191975061, -0.0192097969, -0.0191257683, -0.0191357318, -0.0191629825, -0.019099386, 51.6706865586, 51.670770116, 51.670771948, 51.6708494436, 51.6709029272, 51.6709382723))"
RWG276589,2018-03-09,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276589_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276589_2.jpg,"list(c(-0.1077994687, -0.1077765064, 51.6186952713, 51.6187200023))"
RWG276590,2018-03-09,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276590_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276590_2.jpg,"list(c(-0.0610855133, -0.0609778968, 51.6231356693, 51.6231163245))"
RWG187256,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187256_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187256_2.jpg,"list(c(-0.1135034077, -0.1134964478, -0.1133938392, -0.1133980302, 51.6127269419, 51.6126250457, 51.6126242326, 51.6125145629))"
RWG187259,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187259_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187259_2.jpg,"list(c(-0.0605892898, -0.0605891616, 51.6712994188, 51.6713593757))"
RWG187264,2018-01-23,1,0,0,1,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187264_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187264_2.jpg,"list(c(-0.0527001683, -0.0528064865, -0.0528767268, -0.0529437389, 51.6134789964, 51.6134345874, 51.6132775661, 51.6132172717))"
RWG187265,2018-01-23,1,0,0,1,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187265_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187265_2.jpg,"list(c(-0.0530475509, -0.0530324837, 51.613152082, 51.6130577554))"
RWG187266,2018-01-23,1,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187266_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187266_2.jpg,"list(c(-0.0518448811, -0.05200434, 51.6147008987, 51.6148289312))"
RWG187225,2018-01-19,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187225_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187225_2.jpg,"list(c(-0.0667053474, -0.0666513961, -0.066652545, 51.6466633922, 51.6466297972, 51.6465964392))"
RWG150513,2017-09-24,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150513_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150513_2.jpg,"list(c(-0.0701104072, -0.0701283896, -0.070234748, -0.0702424837, 51.6344468938, 51.6343502705, 51.6343559386, 51.6342860881))"
RWG150515,2017-09-24,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150515_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150515_2.jpg,"list(c(-0.0702022672, -0.0700386683, -0.0699798289, -0.0698590623, 51.6342121253, 51.6341347215, 51.6341840042, 51.6341276102))"
RWG187226,2018-01-19,1,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187226_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187226_2.jpg,"list(c(-0.0814458176, -0.0817254821, 51.6366960943, 51.6367424947))"
RWG187227,2018-01-19,1,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187227_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187227_2.jpg,"list(c(-0.0814564068, -0.0816983201, 51.6367561394, 51.6367836155))"
RWG187229,2018-01-19,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187229_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187229_2.jpg,"list(c(-0.1168544584, -0.1167876852, 51.6125341823, 51.612367187))"
RWG187243,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187243_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187243_2.jpg,"list(c(-0.1249292998, -0.1248943194, -0.1247870334, -0.124753418, 51.6138307971, 51.6138730635, 51.6138393149, 51.6138761816))"
RWG187246,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187246_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187246_2.jpg,"list(c(-0.0278022792, -0.0278827951, -0.0279853681, -0.0280497598, 51.6627961082, 51.662847716, 51.6627950087, 51.6628421968))"
RWG187248,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187248_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187248_2.jpg,"list(c(-0.1078341223, -0.1078519317, 51.6550819035, 51.6551440528))"
RWG187250,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187250_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187250_2.jpg,"list(c(-0.1357758617, -0.1359193974, -0.1360076391, -0.1360925816, 51.6113444407, 51.6111969839, 51.6111615768, 51.6111668759))"
RWG187252,2018-01-22,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187252_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187252_2.jpg,"list(c(-0.0296399177, -0.0297632293, -0.0297634309, -0.0298607965, 51.6577632328, 51.6577632754, 51.6576739149, 51.657672916))"
RWG150493,2017-09-20,1,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150493_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150493_2.jpg,"list(c(-0.0507240583, -0.050768653, -0.0507932518, -0.0507739771, -0.0507139138, -0.0506034201, -0.0505347539, 51.6798055157, 51.6798538344, 51.6798781938, 51.679964202, 51.6801598259, 51.6802035792, 51.680237245))"
RWG150495,2017-09-20,1,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150495_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150495_2.jpg,"list(c(-0.0365266462, -0.0364670889, 51.637894367, 51.6380734159))"
RWG150505,2017-09-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150505_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150505_2.jpg,"list(c(-0.0190994523, -0.0191641781, -0.0192915674, -0.0194429531, -0.0195465024, 51.6709384101, 51.6709023062, 51.6709257728, 51.6709397767, 51.6709479062))"
RWG150506,2017-09-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150506_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150506_2.jpg,"list(c(-0.0197519197, -0.0197464255, -0.0197744819, -0.0197728467, 51.6708289218, 51.6707696969, 51.6707350815, 51.6706760432))"
RWG150508,2017-09-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150508_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150508_2.jpg,"list(c(-0.0196438369, -0.0194751088, -0.0194233435, -0.0193340385, 51.6706185173, 51.6706094285, 51.6705718206, 51.6705703631))"
RWG276573,2018-02-13,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276573_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276573_2.jpg,"list(c(-0.0733599079, -0.0734548989, -0.0735209362, -0.0736249466, 51.6319358559, 51.6319949879, 51.6319670477, 51.6320466895))"
RWG276575,2018-03-06,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276575_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276575_2.jpg,"list(c(-0.0592938525, -0.0592978253, -0.0594500246, -0.059453188, 51.6534029657, 51.6533460722, 51.6533512332, 51.6532541867))"
RWG276586,2018-03-07,0,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276586_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276586_2.jpg,"list(c(-0.0286055674, -0.0285779087, -0.0285577241, -0.0285623755, 51.6526139069, 51.6526974288, 51.6527643166, 51.6528281725))"
RWG276587,2018-03-07,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276587_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276587_2.jpg,"list(c(-0.093945512, -0.0941029543, 51.6343751112, 51.6343915037))"
RWG276588,2018-03-09,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276588_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276588_2.jpg,"list(c(-0.1079475419, -0.1081164571, 51.6183551022, 51.6182517508))"
RWG150472,2017-09-17,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150472_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150472_2.jpg,"list(c(-0.0814391871, -0.0816072714, 51.6366520354, 51.6366182198))"
RWG150473,2017-09-17,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150473_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150473_2.jpg,"list(c(-0.0816583912, -0.0816790074, 51.6365960234, 51.6365406637))"
RWG150518,2017-09-24,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150518_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150518_2.jpg,"list(c(-0.0693888245, -0.0694884368, -0.0695290617, -0.0695311125, 51.6343906143, 51.6343702056, 51.6343102324, 51.6342448953))"
RWG150532,2017-09-26,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150532_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150532_2.jpg,"list(c(-0.1302129618, -0.1301305193, 51.6487135781, 51.6486522027))"
RWG150533,2017-09-26,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150533_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150533_2.jpg,"list(c(-0.0493658726, -0.0493621629, -0.0493207251, -0.0493181124, 51.6094238708, 51.6093363286, 51.6093290938, 51.6092318631))"
RWG150536,2017-09-27,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150536_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150536_2.jpg,"list(c(-0.0864280672, -0.0864524472, 51.6128149734, 51.6128891928))"
RWG187257,2018-01-22,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187257_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187257_2.jpg,"list(c(-0.1107739886, -0.1106664876, 51.6546617235, 51.6546835081))"
RWG150474,2017-09-17,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150474_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150474_2.jpg,"list(c(-0.0816644649, -0.0817969434, 51.6366212912, 51.6366929793))"
RWG150478,2017-09-18,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150478_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150478_2.jpg,"list(c(-0.0598527958, -0.0599347159, -0.0598825864, -0.0597856741, -0.0597293094, -0.0598265142, -0.0596637884, 51.6491470771, 51.6492111487, 51.6494053363, 51.649386051, 51.6494907988, 51.6495634117, 51.6496207409))"
RWG150480,2017-09-18,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150480_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150480_2.jpg,"list(c(-0.0596783837, -0.0597094316, -0.0597060774, -0.0596409983, 51.6514568977, 51.6515291169, 51.6515650771, 51.6516266103))"
RWG187258,2018-01-22,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187258_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187258_2.jpg,"list(c(-0.1120886245, -0.1120439614, 51.6542016582, 51.6541227293))"
RWG187272,2018-01-23,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187272_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187272_2.jpg,"list(c(-0.0821611673, -0.0821486528, 51.621960223, 51.6219771563), c(-0.0821331977, -0.0821229442, 51.6219971889, 51.6220138102))"
RWG187273,2018-01-25,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187273_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187273_2.jpg,"list(c(-0.0798136373, -0.079822371, 51.6488386803, 51.648893292))"
RWG187278,2018-01-25,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187278_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187278_2.jpg,"list(c(-0.0819291146, -0.0818648024, 51.6450248006, 51.6450787512))"
RWG187279,2018-01-25,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187279_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187279_2.jpg,"list(c(-0.0819232805, -0.0819674927, 51.6447234543, 51.644812525))"
RWG187232,2018-01-19,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187232_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187232_2.jpg,"list(c(-0.0283233853, -0.0283108509, -0.0282862857, 51.6542458494, 51.6542005154, 51.654140319))"
RWG187267,2018-01-23,1,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187267_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187267_2.jpg,"list(c(-0.0519400607, -0.0517181296, 51.6149037217, 51.6149801096))"
RWG187268,2018-01-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187268_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187268_2.jpg,"list(c(-0.0585416902, -0.0584674953, 51.6227321426, 51.6227030591))"
RWG187269,2018-01-23,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187269_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187269_2.jpg,"list(c(-0.0611296279, -0.0612590042, 51.623181785, 51.6232036826))"
RWG187283,2018-01-25,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187283_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187283_2.jpg,"list(c(-0.0602057333, -0.0601987019, -0.0601098969, 51.644838929, 51.6450119508, 51.6450361404))"
RWG276582,2018-03-06,0,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276582_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276582_2.jpg,"list(c(-0.0202392651, -0.0201949414, -0.0202182517, 51.6792574891, 51.6793180785, 51.6794143736))"
RWG187230,2018-01-19,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187230_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187230_2.jpg,"list(c(-0.0294044707, -0.0294161696, 51.6574988838, 51.6575714579))"
RWG187231,2018-01-19,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187231_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187231_2.jpg,"list(c(-0.0287189919, -0.0287013154, 51.6551903699, 51.6550781385))"
RWG187239,2018-01-22,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187239_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187239_2.jpg,"list(c(-0.0948273999, -0.0947696333, -0.0947414361, 51.6317993945, 51.6317847322, 51.6317781297))"
RWG187241,2018-01-22,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187241_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187241_2.jpg,"list(c(-0.1092981193, -0.1093450017, 51.6372217731, 51.6371617432))"
RWG187255,2018-01-22,0,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187255_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187255_2.jpg,"list(c(-0.1083943037, -0.1083224329, 51.655093519, 51.6551002748))"
RWG276580,2018-03-06,0,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276580_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276580_2.jpg,"list(c(-0.0193487496, -0.0193456977, -0.0193111937, -0.0192641779, -0.019191694, 51.6791049467, 51.6791168404, 51.6791922005, 51.6792625105, 51.6792925077))"
RWG276581,2018-03-06,0,1,1,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG276581_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG276581_2.jpg,"list(c(-0.019738939, -0.0197959809, -0.0198883897, -0.0200052462, 51.679014655, 51.6790480116, 51.6790682692, 51.6790837383))"
RWG150483,2017-09-18,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150483_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150483_2.jpg,"list(c(-0.059662804, -0.0598235539, -0.0599264136, -0.060164778, -0.0601621623, -0.0603465822, -0.0604169206, -0.0604810937, 51.6496204026, 51.6495643888, 51.6496296672, 51.6496420893, 51.6497070834, 51.6497092602, 51.6496568608, 51.6497314937))"
RWG150484,2017-09-18,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150484_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150484_2.jpg,"list(c(-0.0604955959, -0.0603952763, -0.0603536894, -0.0601289683, -0.0601303089, -0.0599527359, -0.0598525222, 51.6492899183, 51.6493197911, 51.6492785003, 51.6492759891, 51.6492215159, 51.6492198377, 51.6491478316))"
RWG150488,2017-09-18,1,0,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG150488_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG150488_2.jpg,"list(c(-0.0583268013, -0.0583996106, -0.0584039876, -0.058461403, -0.0583895481, 51.6601616337, 51.6601482485, 51.6601078148, 51.6598919504, 51.6598556156))"
RWG187281,2018-01-25,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187281_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187281_2.jpg,"list(c(-0.0786709222, -0.0786385357, 51.6413177967, 51.64118402))"
RWG187285,2018-01-26,0,1,0,0,0,Enfield,https://cycleassetimages.data.tfl.gov.uk/RWG187285_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG187285_2.jpg,"list(c(-0.0956101371, -0.0955303186, 51.6318384488, 51.63184466))"
RWG123200,2017-09-14,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123200_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123200_2.jpg,"list(c(0.2513305495, 0.2513156079, 51.5904482558, 51.5904025855))"
RWG151104,2017-09-12,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151104_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151104_2.jpg,"list(c(0.1814445088, 0.1813392013, 51.523059922, 51.5230877329))"
RWG220489,2018-02-13,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG220489_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG220489_2.jpg,"list(c(0.210262698, 0.2101128462, 51.5910791213, 51.5911711737))"
RWG123166,2017-09-12,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123166_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123166_2.jpg,"list(c(0.1889473695, 0.188937573, 51.5218705908, 51.5216661556))"
RWG123167,2017-09-12,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123167_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123167_2.jpg,"list(c(0.1914565977, 0.1914553217, 51.5217262339, 51.5218204271))"
RWG123161,2017-08-30,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123161_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123161_2.jpg,"list(c(0.2323980591, 0.232320591, 51.5513142256, 51.5512744639))"
RWG123162,2017-08-31,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123162_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123162_2.jpg,"list(c(0.2501663731, 0.2499905967, 51.5582656336, 51.5582956102))"
RWG123163,2017-08-31,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123163_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123163_2.jpg,"list(c(0.2464048574, 0.2463662586, 51.5565103764, 51.5564150052))"
RWG123201,2017-09-13,0,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123201_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123201_2.jpg,"list(c(0.2137384378, 0.2137459748, 51.5924254858, 51.5923627987))"
RWG123164,2017-09-12,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123164_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123164_2.jpg,"list(c(0.1902211857, 0.1900055099, 51.5211935402, 51.5212197374))"
RWG123165,2017-09-12,1,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123165_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123165_2.jpg,"list(c(0.1906390522, 0.1905522606, 51.5223719081, 51.522408969))"
RWG123202,2017-09-14,1,1,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123202_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123202_2.jpg,"list(c(0.1921136777, 0.1921854838, 51.5841487114, 51.5840924154))"
RWG151103,2017-11-30,0,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151103_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151103_2.jpg,"list(c(0.2531318196, 0.2530319814, 51.5810326011, 51.581015399))"
RWG151105,2017-12-13,0,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151105_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151105_2.jpg,"list(c(0.2296685089, 0.2296570558, 51.6092087287, 51.6092745731))"
RWG151106,2017-12-13,0,0,0,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG151106_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG151106_2.jpg,"list(c(0.2300054071, 0.2301307606, 51.6091422036, 51.6091527146))"
RWG123184,2017-09-12,1,1,1,0,0,Havering,https://cycleassetimages.data.tfl.gov.uk/RWG123184_1.jpg,https://cycleassetimages.data.tfl.gov.uk/RWG123184_2.jpg,"list(c(0.187185061, 0.1870471607, 0.1869164782, 51.5765886048, 51.5765651501, 51.5765324616))"
