,UnqID,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area
1516,OUTCY233,OUTCY,Outer area cycle surveys,535807.987997797,162694.588413736,Ashen Vale,Croydon,Outer
1517,OUTCY234,OUTCY,Outer area cycle surveys,545372.803049106,166916.829809708,St. John's Road,Bromley,Outer
1518,OUTCY235,OUTCY,Outer area cycle surveys,510316.427524265,181170.609707655,Central Avenue,Hillingdon,Outer
1519,OUTCY236,OUTCY,Outer area cycle surveys,524828.831655328,169755.207332594,Wilton Crescent,Merton,Outer
1520,OUTCY237,OUTCY,Outer area cycle surveys,514211.963297641,173494.476977792,Jubilee Avenue,Richmond upon Thames,Outer
1521,OUTCY238,OUTCY,Outer area cycle surveys,527491.326786095,166837.242591313,Peterborough Road,Sutton,Outer
1522,OUTCY239,OUTCY,Outer area cycle surveys,515945.421433659,173548.701456197,Station Road,Richmond upon Thames,Outer
1523,OUTCY240,OUTCY,Outer area cycle surveys,532426.482313708,165416.089392184,Katharine Street,Croydon,Outer
1524,OUTCY241,OUTCY,Outer area cycle surveys,524130.252363415,168470.185166363,Cannon Hill Lane,Merton,Outer
1525,OUTCY242,OUTCY,Outer area cycle surveys,516776.836904971,180342.116861265,Mattock Lane,Ealing,Outer
1526,OUTCY243,OUTCY,Outer area cycle surveys,515972.489969253,171159.955227692,Elmfield Avenue,Richmond upon Thames,Outer
1527,OUTCY244,OUTCY,Outer area cycle surveys,516553.939923164,174857.756743019,Northcote Road,Richmond upon Thames,Outer
1528,OUTCY245,OUTCY,Outer area cycle surveys,522355.585412014,166082.958502887,Green Lane Worcester Park,Sutton,Outer
1529,OUTCY246,OUTCY,Outer area cycle surveys,518150.365143681,181342.680452916,Corfton Road,Ealing,Outer
1530,OUTCY247,OUTCY,Outer area cycle surveys,525690.498255821,162729.658375064,Homeland Drive,Sutton,Outer
1531,OUTCY248,OUTCY,Outer area cycle surveys,530300.674700134,170685.770961526,Streatham Common South,Lambeth,Outer
1532,OUTCY249,OUTCY,Outer area cycle surveys,509433.381480338,187679.386589653,Manor Way,Hillingdon,Outer
1533,OUTCY250,OUTCY,Outer area cycle surveys,516976.804371856,189115.915387562,Kingshill Avenue,Harrow,Outer
1534,OUTCY251,OUTCY,Outer area cycle surveys,523689.669278417,185799.474708831,Ashford Road,Brent,Outer
1535,OUTCY252,OUTCY,Outer area cycle surveys,525112.338081289,189572.28475319,Beechwood Avenue,Barnet,Outer
1536,OUTCY253,OUTCY,Outer area cycle surveys,519308.342750025,192878.808270678,Edgwarebury Lane,Barnet,Outer
1537,OUTCY254,OUTCY,Outer area cycle surveys,517983.336695895,188227.829599474,Shaftesbury Avenue (Brent),Brent,Outer
1538,OUTCY255,OUTCY,Outer area cycle surveys,527602.643356021,189606.355000683,Twyford Avenue,Haringey,Outer
1539,OUTCY256,OUTCY,Outer area cycle surveys,542694.881409018,183638.763206065,Keppel Road,Newham,Outer
1540,OUTCY257,OUTCY,Outer area cycle surveys,540818.033415392,189918.235725754,Victoria Road,Redbridge,Outer
1541,OUTCY258,OUTCY,Outer area cycle surveys,547383.006660982,188713.09069493,Somerville Road,Redbridge,Outer
1542,OUTCY259,OUTCY,Outer area cycle surveys,551273.859239652,189235.491159353,Park End Road,Havering,Outer
1543,OUTCY260,OUTCY,Outer area cycle surveys,538233.973550879,165381.379327837,Woodland Avenue,Bromley,Outer
1544,OUTCY261,OUTCY,Outer area cycle surveys,544322.72,167078.2,Shepperton Road,Bromley,Outer
1545,OUTCY262,OUTCY,Outer area cycle surveys,544426.088643355,172672.84216831,Ermington Road,Bexley,Outer
1546,OUTCY263,OUTCY,Outer area cycle surveys,546928.901675778,168071.289349103,Cray Valley Road,Bromley,Outer
1547,OUTCY264,OUTCY,Outer area cycle surveys,550673.437400148,176181.997682993,Old Manor Way,Bexley,Outer
1548,OUTCY265,OUTCY,Outer area cycle surveys,523055.714775414,165442.491834564,Colborne Way,Sutton,Outer
1549,OUTCY266,OUTCY,Outer area cycle surveys,524233.299137057,165706.32631273,Henley Avenue,Sutton,Outer
1550,OUTCY267,OUTCY,Outer area cycle surveys,512312.977314958,179982.869694697,Beaconsfield Road,Ealing,Outer
1551,OUTCY268,OUTCY,Outer area cycle surveys,517527.549718226,169701.942579471,Seymour Road,Richmond upon Thames,Outer
1552,OUTCY269,OUTCY,Outer area cycle surveys,521309.987988478,168538.525604116,Grafton Road,Kingston upon Thames,Outer
1553,OUTCY270,OUTCY,Outer area cycle surveys,529786.999148474,169354.781953167,Stanford Road,Merton,Outer
1554,OUTCY271,OUTCY,Outer area cycle surveys,505137.638686176,189451.709267563,Broadwater Lane,Hillingdon,Outer
1555,OUTCY272,OUTCY,Outer area cycle surveys,509322.122625839,187656.613108494,North Drive,Hillingdon,Outer
1556,OUTCY273,OUTCY,Outer area cycle surveys,506882.128713947,185742.041149016,Woodstock Drive,Hillingdon,Outer
1557,OUTCY274,OUTCY,Outer area cycle surveys,513533.807022076,185570.170346522,Somervell Road,Harrow,Outer
1558,OUTCY275,OUTCY,Outer area cycle surveys,514683.704468541,190414.39370201,Weald Lane,Harrow,Outer
1559,OUTCY276,OUTCY,Outer area cycle surveys,517625.575249657,182169.243851604,Woodfield Crescent,Ealing,Outer
1560,OUTCY277,OUTCY,Outer area cycle surveys,519675.561281346,193393.251012975,Glengall Road,Barnet,Outer
1561,OUTCY278,OUTCY,Outer area cycle surveys,520663.517482724,184281.029359291,Gloucester Close,Brent,Outer
1562,OUTCY279,OUTCY,Outer area cycle surveys,529326.702122383,194825.571015639,Old Farm Avenue,Enfield,Outer
1563,OUTCY280,OUTCY,Outer area cycle surveys,516250.933927699,192001.189486442,The Chase,Harrow,Outer
1564,OUTCY281,OUTCY,Outer area cycle surveys,525793.495559096,195824.595047984,Gloucester Road Barnet,Barnet,Outer
1565,OUTCY282,OUTCY,Outer area cycle surveys,511239.668241061,182113.059934083,Yeading Fork,Hillingdon,Outer
1566,OUTCY283,OUTCY,Outer area cycle surveys,512953.321740314,186953.864268257,Drake Road,Harrow,Outer
1567,OUTCY284,OUTCY,Outer area cycle surveys,531112.72252292,190276.373209965,Gladstone Avenue,Haringey,Outer
1568,OUTCY285,OUTCY,Outer area cycle surveys,519391.601377024,190266.486040138,Constable Gardens,Harrow,Outer
1569,OUTCY286,OUTCY,Outer area cycle surveys,531646.928276722,197070.228489121,Culloden Road,Enfield,Outer
1570,OUTCY287,OUTCY,Outer area cycle surveys,510656.148776814,186649.591365469,Bessingby Road,Hillingdon,Outer
1571,OUTCY288,OUTCY,Outer area cycle surveys,528792.949846942,189962.013194584,Muswell Road,Haringey,Outer
1572,OUTCY289,OUTCY,Outer area cycle surveys,520363.6611006,191369.590279834,Abbots Road,Barnet,Outer
1573,OUTCY290,OUTCY,Outer area cycle surveys,527051.073503541,191511.969524199,Upway,Barnet,Outer
1574,OUTCY291,OUTCY,Outer area cycle surveys,523621.911366288,184813.726876213,Lydford Road,Brent,Outer
1575,OUTCY292,OUTCY,Outer area cycle surveys,520818.137113553,187710.667635546,Kingsmead Avenue,Brent,Outer
1576,OUTCY293,OUTCY,Outer area cycle surveys,513375.163801429,182343.743901485,Avon Road,Ealing,Outer
1577,OUTCY294,OUTCY,Outer area cycle surveys,516923.912304893,186763.748688275,The Fairway,Brent,Outer
1578,OUTCY295,OUTCY,Outer area cycle surveys,540182.421655108,180926.719520494,Munday Road,Newham,Outer
1579,OUTCY296,OUTCY,Outer area cycle surveys,549247.28918149,185020.15778598,Holgate Road,Barking & Dagenham,Outer
1580,OUTCY297,OUTCY,Outer area cycle surveys,546625.565877868,180295.270270962,Epstein Road,Greenwich,Outer
1581,OUTCY298,OUTCY,Outer area cycle surveys,542805.612579606,184034.269993425,Altmore Avenue,Newham,Outer
1582,OUTCY299,OUTCY,Outer area cycle surveys,545909.836858865,184628.839799588,Westrow Drive,Barking & Dagenham,Outer
1583,OUTCY300,OUTCY,Outer area cycle surveys,542344.622968383,181666.767683911,Oliver Gardens,Newham,Outer
1584,OUTCY301,OUTCY,Outer area cycle surveys,534960.173099954,196994.720103172,Tyberry Road,Enfield,Outer
1585,OUTCY302,OUTCY,Outer area cycle surveys,534565.308878761,191938.587406101,Stockton Road,Enfield,Outer
1586,OUTCY303,OUTCY,Outer area cycle surveys,533705.01,190985.64,King Street,Haringey,Outer
1587,OUTCY304,OUTCY,Outer area cycle surveys,550920.789233181,186983.105897927,Lincoln Avenue,Barking & Dagenham,Outer
1588,OUTCY305,OUTCY,Outer area cycle surveys,540736.242409269,185712.34964812,Godwin Road,Newham,Outer
1589,OUTCY306,OUTCY,Outer area cycle surveys,554539.060091848,191381.576848714,Camborne Avenue,Havering,Outer
1590,OUTCY307,OUTCY,Outer area cycle surveys,533089.879929903,189894.432539345,Chester Road,Haringey,Outer
1591,OUTCY308,OUTCY,Outer area cycle surveys,533622.139849284,193257.829776901,Chalfont Road,Enfield,Outer
1592,OUTCY309,OUTCY,Outer area cycle surveys,540687.365687061,182328.458276949,Wanlip Road,Newham,Outer
1593,OUTCY310,OUTCY,Outer area cycle surveys,546951.75698515,186065.138663315,Fuller Road,Barking & Dagenham,Outer
1594,OUTCY311,OUTCY,Outer area cycle surveys,537590.091994311,187083.447175535,Primrose Road,Waltham Forest,Outer
1595,OUTCY312,OUTCY,Outer area cycle surveys,538256.062069569,188151.44146535,Epsom Road,Waltham Forest,Outer
1596,OUTCY313,OUTCY,Outer area cycle surveys,537232.775781373,193508.328072509,Leadale Avenue,Waltham Forest,Outer
1597,OUTCY314,OUTCY,Outer area cycle surveys,543907.762877235,181611.283566075,Armada Way,Newham,Outer
1598,OUTCY315,OUTCY,Outer area cycle surveys,550490.578435047,190486.363100984,Mowbrays Road,Havering,Outer
1599,OUTCY316,OUTCY,Outer area cycle surveys,543728.276142125,189280.048404974,Beattyville Gardens,Redbridge,Outer
1600,OUTCY317,OUTCY,Outer area cycle surveys,548231.646064935,188756.418292535,Morley Road,Barking & Dagenham,Outer
1601,OUTCY318,OUTCY,Outer area cycle surveys,538949.743795188,192934.62229408,Chadwick Avenue,Waltham Forest,Outer
1602,OUTCY319,OUTCY,Outer area cycle surveys,536729.447781395,190611.377316037,Williams Avenue,Waltham Forest,Outer
1603,OUTCY320,OUTCY,Outer area cycle surveys,540133.437747106,190138.672626347,Bressey Grove,Redbridge,Outer
1604,OUTCY321,OUTCY,Outer area cycle surveys,539106.597837575,178022.410870198,Woodland Crescent,Greenwich,Outer
1605,OUTCY322,OUTCY,Outer area cycle surveys,538355.200684249,174173.332657375,Davenport Road,Lewisham,Outer
1606,OUTCY323,OUTCY,Outer area cycle surveys,536373.541473905,168184.436960936,Balmoral Avenue,Bromley,Outer
1607,OUTCY324,OUTCY,Outer area cycle surveys,532897.003215565,162326.013917088,Purley Oaks Road,Croydon,Outer
1608,OUTCY325,OUTCY,Outer area cycle surveys,552593.0113004,177090.377661928,Wallhouse Road,Bexley,Outer
1609,OUTCY326,OUTCY,Outer area cycle surveys,534496.042120451,167848.743052318,Denmark Road,Croydon,Outer
1610,OUTCY327,OUTCY,Outer area cycle surveys,536255.686570526,162568.824413307,Linton Glade,Croydon,Outer
1611,OUTCY328,OUTCY,Outer area cycle surveys,546267.903372363,168201.91195877,Amherst Drive,Bromley,Outer
1612,OUTCY329,OUTCY,Outer area cycle surveys,541378.821246183,172002.973916102,Riddons Road,Lewisham,Outer
1613,OUTCY330,OUTCY,Outer area cycle surveys,537623.70710842,171851.217355966,Overdown Road,Lewisham,Outer
1614,OUTCY331,OUTCY,Outer area cycle surveys,541271.132503142,177274.764881636,The Glade,Greenwich,Outer
1615,OUTCY332,OUTCY,Outer area cycle surveys,545831.912786398,163966.124440334,Glentrammon Road,Bromley,Outer
1616,OUTCY333,OUTCY,Outer area cycle surveys,546277.574829035,169375.795937976,Mickleham Road,Bromley,Outer
1617,OUTCY334,OUTCY,Outer area cycle surveys,538669.790990561,173118.404627383,Dowanhill Road,Lewisham,Outer
1618,OUTCY335,OUTCY,Outer area cycle surveys,544155.625904056,179114.018400792,Duke of Wellington Avenue,Greenwich,Outer
1619,OUTCY336,OUTCY,Outer area cycle surveys,547646.568284139,179089.265486241,Alsike Road,Bexley,Outer
1620,OUTCY337,OUTCY,Outer area cycle surveys,551608.518024684,173893.362797914,Galloway Drive,Bexley,Outer
1621,OUTCY338,OUTCY,Outer area cycle surveys,539177.01890444,169358.051017407,Park Hill Road,Bromley,Outer
1622,OUTCY339,OUTCY,Outer area cycle surveys,536753.59756536,173335.952354993,Blythe Hill Lane,Lewisham,Outer
1623,OUTCY340,OUTCY,Outer area cycle surveys,545289.247599907,167285.174372174,Willet Way,Bromley,Outer
1624,OUTCY341,OUTCY,Outer area cycle surveys,544928.987900156,178532.88474857,Conway Road,Greenwich,Outer
1625,OUTCY342,OUTCY,Outer area cycle surveys,546180.060491392,172408.60780461,Manor Road,Bexley,Outer
1626,OUTCY343,OUTCY,Outer area cycle surveys,512271.298531092,172490.524356241,Canterbury Road,Hounslow,Outer
1627,OUTCY344,OUTCY,Outer area cycle surveys,519957.014687093,177963.137836927,Harvard Hill,Hounslow,Outer
1628,OUTCY345,OUTCY,Outer area cycle surveys,530837.057150066,161081.930032396,Grovelands Road,Croydon,Outer
1629,OUTCY346,OUTCY,Outer area cycle surveys,520525.338503731,175634.174495749,Vernon Road,Richmond upon Thames,Outer
1630,OUTCY347,OUTCY,Outer area cycle surveys,510647.153415153,181539.334161378,Yeading Gardens,Hillingdon,Outer
1631,OUTCY348,OUTCY,Outer area cycle surveys,520964.742544992,177036.60305475,Staveley Gardens,Hounslow,Outer
1632,OUTCY349,OUTCY,Outer area cycle surveys,531472.833811572,164476.368384525,Cooper Road,Croydon,Outer
1633,OUTCY350,OUTCY,Outer area cycle surveys,523170.428310514,169930.767079139,Pepys Road,Merton,Outer
1634,OUTCY351,OUTCY,Outer area cycle surveys,531103.916797664,168137.810307676,Goldwell Road,Croydon,Outer
1635,OUTCY352,OUTCY,Outer area cycle surveys,518535.623868691,170826.580655171,Cardinal Avenue,Kingston upon Thames,Outer
1636,OUTCY353,OUTCY,Outer area cycle surveys,527009.741012241,166004.450975433,Wigmore Road,Sutton,Outer
1637,OUTCY354,OUTCY,Outer area cycle surveys,525383.806718043,163413.492629545,Worcester Road,Sutton,Outer
1638,OUTCY355,OUTCY,Outer area cycle surveys,517240.580366603,172310.795803004,Ashburnham Road,Richmond upon Thames,Outer
1639,OUTCY356,OUTCY,Outer area cycle surveys,513476.446131995,174415.333385387,Argyle Avenue,Hounslow,Outer
1640,OUTCY357,OUTCY,Outer area cycle surveys,511311.565173863,173601.35638388,Durham Road,Hounslow,Outer
1641,OUTCY358,OUTCY,Outer area cycle surveys,515313.223128671,179814.597862008,St. Marks Road,Ealing,Outer
1642,OUTCY359,OUTCY,Outer area cycle surveys,513224.246203035,170100.868388146,Priory Road,Richmond upon Thames,Outer
1643,OUTCY360,OUTCY,Outer area cycle surveys,518783.404444902,175830.348341569,Windham Road,Richmond upon Thames,Outer
1644,OUTCY361,OUTCY,Outer area cycle surveys,530066.638640779,171048.217212366,Natal Road,Lambeth,Outer
1645,OUTCY362,OUTCY,Outer area cycle surveys,529986.645057976,168347.53027596,Conway Gardens,Merton,Outer
1646,OUTCY363,OUTCY,Outer area cycle surveys,517864.954108606,181133.560312933,Mount Park Road,Ealing,Outer
1647,OUTCY364,OUTCY,Outer area cycle surveys,528248.47899207,170171.518164858,Gorringe Park Avenue,Merton,Outer
1648,OUTCY365,OUTCY,Outer area cycle surveys,521984.351535937,172417.695203369,Frensham Drive,Wandsworth,Outer
1649,OUTCY366,OUTCY,Outer area cycle surveys,513085.094306832,180407.488148928,North Road,Ealing,Outer
1650,OUTCY367,OUTCY,Outer area cycle surveys,523889.653235424,167835.476849729,Churston Drive,Merton,Outer
1651,OUTCY368,OUTCY,Outer area cycle surveys,540828.034674507,173169.779921358,Senlac Road,Lewisham,Outer
1652,OUTCY369,OUTCY,Outer area cycle surveys,512833.166,182785.888,Grand Union Canal (Ruislip Road),Ealing,Outer
1653,OUTCY370,OUTCY,Outer area cycle surveys,505148.365510668,182251.000449022,Cowley Bridge Lock,Hillingdon,Outer
1654,OUTCY371,OUTCY,Outer area cycle surveys,516110.743153797,187615.244950006,Harrow School playing fields,Harrow,Outer
1655,OUTCY372,OUTCY,Outer area cycle surveys,519658.5,183211.47,Grand Union Canal (Abbey Road),Brent,Outer
1656,OUTCY373,OUTCY,Outer area cycle surveys,530200.480717634,190297.887051692,Alexandra Park,Haringey,Outer
1657,OUTCY374,OUTCY,Outer area cycle surveys,514661.220186918,190976.802714105,Harrow Weald Recreation Ground,Harrow,Outer
1658,OUTCY375,OUTCY,Outer area cycle surveys,506511.612158185,184531.797577635,North Way,Hillingdon,Outer
1659,OUTCY376,OUTCY,Outer area cycle surveys,516497.131452178,190552.894056696,Belmont Trail,Harrow,Outer
1660,OUTCY377,OUTCY,Outer area cycle surveys,532298.650886397,198323.809655245,Hilly Fields Park,Enfield,Outer
1661,OUTCY378,OUTCY,Outer area cycle surveys,517688.691,183655.509,Grand Union Canal (Alperton),Brent,Outer
1662,OUTCY379,OUTCY,Outer area cycle surveys,504212.287233738,191773.454674854,Summerhouse Lane,Hillingdon,Outer
1663,OUTCY380,OUTCY,Outer area cycle surveys,520031.879841891,184756.243330706,Tokyngton Recreation Ground,Brent,Outer
1664,OUTCY381,OUTCY,Outer area cycle surveys,504966.916451016,188723.227793216,Widewater Lock,Hillingdon,Outer
1665,OUTCY382,OUTCY,Outer area cycle surveys,513467.821798083,186874.167081339,Newton Farm Ecology Park,Harrow,Outer
1666,OUTCY383,OUTCY,Outer area cycle surveys,524181.412967547,195225.386569627,Dollis Brook Walk,Barnet,Outer
1667,OUTCY384,OUTCY,Outer area cycle surveys,512537.614004657,183188.312146339,Rectory Park,Ealing,Outer
1668,OUTCY385,OUTCY,Outer area cycle surveys,514713.708245887,182314.912154486,Perivale Park,Ealing,Outer
1669,OUTCY386,OUTCY,Outer area cycle surveys,510674.024069281,186148.954671232,Jim O'Neill Walk,Hillingdon,Outer
1670,OUTCY387,OUTCY,Outer area cycle surveys,540993.677952028,187133.352890173,Park Road,Redbridge,Outer
1671,OUTCY388,OUTCY,Outer area cycle surveys,538281.844375632,193764.20482855,Organ Lane,Waltham Forest,Outer
1672,OUTCY389,OUTCY,Outer area cycle surveys,551961.686971889,189571.804890549,Raphael Park,Havering,Outer
1673,OUTCY390,OUTCY,Outer area cycle surveys,536397.608807259,195395.467884357,River Lee Ponders End,Enfield,Outer
1674,OUTCY391,OUTCY,Outer area cycle surveys,539342.506,183145.295,Greenway (Manor Road),Newham,Outer
1675,OUTCY392,OUTCY,Outer area cycle surveys,548180.213373786,185293.249614257,Parsloes Park,Barking & Dagenham,Outer
1676,OUTCY393,OUTCY,Outer area cycle surveys,534712.648120638,189423.667294495,Ferry Lane towpath,Haringey,Outer
1677,OUTCY394,OUTCY,Outer area cycle surveys,555087.125793361,192859.153896684,Dagnam Park,Havering,Outer
1678,OUTCY395,OUTCY,Outer area cycle surveys,537130.883316285,190480.714717817,Lloyd Park,Waltham Forest,Outer
1679,OUTCY396,OUTCY,Outer area cycle surveys,551625.87,179971.83,Thames Path (Rainham),Havering,Outer
1680,OUTCY397,OUTCY,Outer area cycle surveys,546653.442,181110.087,Thames Path (Thamesmead),Greenwich,Outer
1681,OUTCY398,OUTCY,Outer area cycle surveys,536311.118116308,198433.578234316,Albany Park,Enfield,Outer
1682,OUTCY399,OUTCY,Outer area cycle surveys,539376.178355337,194788.521620918,Epping Forest,Waltham Forest,Outer
1683,OUTCY400,OUTCY,Outer area cycle surveys,544569.64340219,180986.83231339,Becton Corridor,Newham,Outer
1684,OUTCY401,OUTCY,Outer area cycle surveys,550416.727422765,187122.935872014,Central Park,Barking & Dagenham,Outer
1685,OUTCY402,OUTCY,Outer area cycle surveys,537168.612715884,198734.592070002,River Lee Ordnance Road,Enfield,Outer
1686,OUTCY403,OUTCY,Outer area cycle surveys,540484.083705614,180652.27807854,Excel Marina,Newham,Outer
1687,OUTCY404,OUTCY,Outer area cycle surveys,547300.960057965,180341.557021517,Poplar Place cycle path,Greenwich,Outer
1688,OUTCY405,OUTCY,Outer area cycle surveys,535999.265170282,196640.241571596,Durants Park,Enfield,Outer
1689,OUTCY406,OUTCY,Outer area cycle surveys,532697.060483863,189911.47766023,Lordship Recreation Ground,Haringey,Outer
1690,OUTCY407,OUTCY,Outer area cycle surveys,546038.476302164,184538.945531554,Mayesbrook Park,Barking & Dagenham,Outer
1691,OUTCY408,OUTCY,Outer area cycle surveys,544001.385546038,187835.701844876,Valentines Park,Redbridge,Outer
1692,OUTCY409,OUTCY,Outer area cycle surveys,543735.482325527,183998.850132254,Roding River path (Barking),Barking & Dagenham,Outer
1693,OUTCY410,OUTCY,Outer area cycle surveys,542886.818186391,186136.948108075,Alders Brook,Newham,Outer
1694,OUTCY411,OUTCY,Outer area cycle surveys,542222.192056092,167607.032241318,Southborough Lane,Bromley,Outer
1695,OUTCY412,OUTCY,Outer area cycle surveys,541104.936806527,171604.837881357,Chinbrook Meadows,Bromley,Outer
1696,OUTCY413,OUTCY,Outer area cycle surveys,538714.421506301,178085.12291906,Crane Street,Greenwich,Outer
1697,OUTCY414,OUTCY,Outer area cycle surveys,548466.96010876,173875.367948886,Bexley Park Wood,Bexley,Outer
1698,OUTCY415,OUTCY,Outer area cycle surveys,535039.836880313,168471.554774317,Harrington Road,Croydon,Outer
1699,OUTCY416,OUTCY,Outer area cycle surveys,542488.829087041,177232.427000728,Woolwich Common,Greenwich,Outer
1700,OUTCY417,OUTCY,Outer area cycle surveys,536449.247624935,162446.91930828,Yew Tree Way,Croydon,Outer
1701,OUTCY418,OUTCY,Outer area cycle surveys,551558.231397029,178128.78042223,Thames Path (Erith),Bexley,Outer
1702,OUTCY419,OUTCY,Outer area cycle surveys,540197.56,179209.841,Thames Path (Greenwich Yacht Club),Greenwich,Outer
1703,OUTCY420,OUTCY,Outer area cycle surveys,535554.056606005,166708.129549536,Ashburton Playing Fields,Croydon,Outer
1704,OUTCY421,OUTCY,Outer area cycle surveys,537785.384511552,174899.894681159,Ladywell Fields,Lewisham,Outer
1705,OUTCY422,OUTCY,Outer area cycle surveys,539303.828,176674.907,Duke Humphrey Road,Lewisham,Outer
1706,OUTCY423,OUTCY,Outer area cycle surveys,547594.014264681,172112.312618225,Maylands Drive,Bexley,Outer
1707,OUTCY424,OUTCY,Outer area cycle surveys,549479.874110091,177621.785548003,Parsonage Manorway cycle path,Bexley,Outer
1708,OUTCY425,OUTCY,Outer area cycle surveys,536435.989566685,170406.840804453,Cator Park,Bromley,Outer
1709,OUTCY426,OUTCY,Outer area cycle surveys,517190.640031513,174928.206576963,Thames Path (Twickenham Bridge),Richmond upon Thames,Outer
1710,OUTCY427,OUTCY,Outer area cycle surveys,509969.137,179490.991,Grand Union Canal (Hayes & Harlington),Hillingdon,Outer
1711,OUTCY428,OUTCY,Outer area cycle surveys,514643.295424084,173223.764468442,River Crane path (Whitton),Richmond upon Thames,Outer
1712,OUTCY429,OUTCY,Outer area cycle surveys,518540.290573275,163582.854150314,Church Fields Recreation Ground,Kingston upon Thames,Outer
1713,OUTCY430,OUTCY,Outer area cycle surveys,515460.224323042,179254.588163117,Brent river path (Trumpers Way),Ealing,Outer
1714,OUTCY431,OUTCY,Outer area cycle surveys,520433.364847148,176105.219660473,Thames Path (Mortlake),Richmond upon Thames,Outer
1715,OUTCY432,OUTCY,Outer area cycle surveys,523813.815163416,168773.798258019,Whatley Avenue,Merton,Outer
1716,OUTCY433,OUTCY,Outer area cycle surveys,511937.513722536,172399.2204917,Hanworth Park,Hounslow,Outer
1717,OUTCY434,OUTCY,Outer area cycle surveys,505805.422674876,180482.396706577,Grand Union Canal (Trout Road),Hillingdon,Outer
1718,OUTCY435,OUTCY,Outer area cycle surveys,514301.075918022,181422.717542537,Brent Valley,Ealing,Outer
1719,OUTCY436,OUTCY,Outer area cycle surveys,526365.38948719,169599.261971489,Wandle Way (Windsor Avenue),Merton,Outer
1720,OUTCY437,OUTCY,Outer area cycle surveys,530642.77053028,165126.852185474,Bridle Path,Sutton,Outer
1721,OUTCY438,OUTCY,Outer area cycle surveys,526424.803397485,168379.431144431,Morden Hall Park,Merton,Outer
1722,OUTCY439,OUTCY,Outer area cycle surveys,524087.08122349,169495.101787032,The Chase,Merton,Outer
1723,OUTCY440,OUTCY,Outer area cycle surveys,505928.373026016,178458.915921926,Little Benty footbridge,Hillingdon,Outer
1724,OUTCY441,OUTCY,Outer area cycle surveys,508495.514025149,173047.804836363,Bedfont Road (MVF),Hounslow,Outer
1725,OUTCY442,OUTCY,Outer area cycle surveys,525312.000480913,164804.804370702,Collingwood Road Recreation Ground,Sutton,Outer
1726,OUTCY443,OUTCY,Outer area cycle surveys,517362.417634494,180016.909950775,Walpole Park,Ealing,Outer
1727,OUTCY444,OUTCY,Outer area cycle surveys,512874.482466065,178888.692899546,Grand Union Canal (Norwood Road),Ealing,Outer
1728,OUTCY445,OUTCY,Outer area cycle surveys,523442.729698439,167091.099925407,Green Lane,Merton,Outer
1729,OUTCY446,OUTCY,Outer area cycle surveys,507193.363280391,180996.189634881,Stockley Country Park,Hillingdon,Outer
1730,OUTCY447,OUTCY,Outer area cycle surveys,520462.049414719,166983.890613753,Tolworth Rise (path access),Kingston upon Thames,Outer
1731,OUTCY448,OUTCY,Outer area cycle surveys,517774.975756809,174527.241352065,Thames Path (Richmond),Richmond upon Thames,Outer
1732,OUTCY449,OUTCY,Outer area cycle surveys,515121.475987703,174643.298131158,Glen Walk,Hounslow,Outer
1733,OUTCY450,OUTCY,Outer area cycle surveys,517352.094817995,169415.124680241,Bushy Park Church Grove,Richmond upon Thames,Outer
1734,OUTCY451,OUTCY,Outer area cycle surveys,517784.482312259,170876.246438488,Thames Path (Lower Ham Road),Kingston upon Thames,Outer
1735,QWPCY001,QWPCY,Quietway cycle surveys,531041.96,180301.3,Upper Ground,Lambeth,Central
1736,QWPCY002,QWPCY,Quietway cycle surveys,531198.02,180170.98,Cornwall Road (north),Lambeth,Central
1737,QWPCY003,QWPCY,Quietway cycle surveys,531865.85,179686.71,Webber Street (east),Southwark,Central
1738,QWPCY004,QWPCY,Quietway cycle surveys,532158.34,179663.91,Great Suffolk Street (south),Southwark,Central
1739,QWPCY005,QWPCY,Quietway cycle surveys,532352.86,179555.42,Trinity Street,Southwark,Central
1740,QWPCY006,QWPCY,Quietway cycle surveys,532992.89,179337.69,Law Street / Rothsay Street,Southwark,Central
1741,QWPCY007,QWPCY,Quietway cycle surveys,533453.37,178921.96,Willow Walk,Southwark,Inner
1742,QWPCY008,QWPCY,Quietway cycle surveys,533872.25,178468.32,Oxley Close,Southwark,Inner
1743,QWPCY009,QWPCY,Quietway cycle surveys,535218.61,178066.95,Ilderton Road (South Bermondsey),Southwark,Inner
1744,QWPCY010,QWPCY,Quietway cycle surveys,535865.87,177962.47,Canal Road,Lewisham,Inner
1745,QWPCY011,QWPCY,Quietway cycle surveys,536662.16,177701.28,Childers Street,Lewisham,Inner
1746,QWPCY012,QWPCY,Quietway cycle surveys,537161.76,177489.3,Deptford High Street,Lewisham,Inner
1747,QWPCY013,QWPCY,Quietway cycle surveys,531379.51,179795.09,Webber Street (west),Lambeth,Central
1748,QWPCY014,QWPCY,Quietway cycle surveys,545334.46,191769.51,Clinton Crescent,Redbridge,Outer
1749,QWPCY015,QWPCY,Quietway cycle surveys,544535.32,190715.4,Fairlop Fields,Redbridge,Outer
1750,QWPCY016,QWPCY,Quietway cycle surveys,537646.79,177316.48,Deptford Creek Bridge,Lewisham,Inner
