,UnqID,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area
0,CENCY001,CENCY,Central area cycle surveys,530251.49,178742.45,Millbank (south of Thorney Street),Westminster,Central
1,CENCY002,CENCY,Central area cycle surveys,533362.68,181824.45,Bishopsgate,City of London,Central
2,CENCY003,CENCY,Central area cycle surveys,532334.06,180520.37,Southwark Bridge,Southwark,Central
3,CENCY004,CENCY,Central area cycle surveys,532052.5,179677.64,Southwark Bridge Road,Southwark,Central
4,CENCY005,CENCY,Central area cycle surveys,533031.59,180213.46,Tooley Street,Southwark,Central
5,CENCY006,CENCY,Central area cycle surveys,532263.5,180067.71,Southwark Bridge Road (north - between Flat Iron Square and America Street),Southwark,Central
6,CENCY007,CENCY,Central area cycle surveys,530467.76,178622.08,Albert Embankment (south of Salamanca Street),Lambeth,Central
7,CENCY008,CENCY,Central area cycle surveys,530347.31,180653.54,Strand,Westminster,Central
8,CENCY009,CENCY,Central area cycle surveys,529990.4,180677.24,Charing Cross Road,Westminster,Central
9,CENCY010,CENCY,Central area cycle surveys,530804.02,179489.31,Lambeth Palace Road,Lambeth,Central
10,CENCY011,CENCY,Central area cycle surveys,530147.22,180015.05,Whitehall (south of Horse Guards Avenue),Westminster,Central
11,CENCY012,CENCY,Central area cycle surveys,530573.64,179657.29,Westminster Bridge,Lambeth,Central
12,CENCY013,CENCY,Central area cycle surveys,530526.13,180526.32,Victoria Embankment (by Cleopatra's Needle),Westminster,Central
13,CENCY014,CENCY,Central area cycle surveys,530326.96,179837.81,Victoria Embankment (between Derby Gate and Westminster Bridge),Westminster,Central
14,CENCY015,CENCY,Central area cycle surveys,530201.66,179250.93,Millbank (north of Great Peter Street),Westminster,Central
15,CENCY016,CENCY,Central area cycle surveys,530398.21,178956.9,Lambeth Bridge,Westminster,Central
16,CENCY017,CENCY,Central area cycle surveys,530788.45,180526.51,Waterloo Bridge,Lambeth,Central
17,CENCY018,CENCY,Central area cycle surveys,529919.79,179492.54,Victoria Street,Westminster,Central
18,CENCY019,CENCY,Central area cycle surveys,530249.63,179666.46,Bridge Street,Westminster,Central
19,CENCY020,CENCY,Central area cycle surveys,529532.62,180244.98,Pall Mall,Westminster,Central
20,CENCY021,CENCY,Central area cycle surveys,528969.24,179397.26,Buckingham Palace Road,Westminster,Central
21,CENCY022,CENCY,Central area cycle surveys,530165.28,180354.63,Northumberland Avenue,Westminster,Central
22,CENCY023,CENCY,Central area cycle surveys,531158.29,179306.78,Kennington Road (north),Lambeth,Central
23,CENCY024,CENCY,Central area cycle surveys,530991.24,179111.59,Lambeth Road,Lambeth,Central
24,CENCY025,CENCY,Central area cycle surveys,531238.86,179007.35,Kennington Road (south of Brook Drive),Lambeth,Central
25,CENCY026,CENCY,Central area cycle surveys,531035.36,179520.77,Westminster Bridge Road,Lambeth,Central
26,CENCY027,CENCY,Central area cycle surveys,531450.89,179614.73,Waterloo Road,Southwark,Central
27,CENCY028,CENCY,Central area cycle surveys,531651.06,180066.48,Blackfriars Road (Southwark station),Southwark,Central
28,CENCY029,CENCY,Central area cycle surveys,531293.47,180816.83,Temple,City of London,Central
29,CENCY030,CENCY,Central area cycle surveys,531646.25,180576.49,Blackfriars Bridge,City of London,Central
30,CENCY031,CENCY,Central area cycle surveys,532836.82,180658.1,London Bridge,City of London,Central
31,CENCY032,CENCY,Central area cycle surveys,532579.63,180056.66,Borough High Street,Southwark,Central
32,CENCY033,CENCY,Central area cycle surveys,533261.75,179628.74,Bermondsey Street,Southwark,Central
33,CENCY034,CENCY,Central area cycle surveys,531829.05,179236.27,London Road,Southwark,Central
34,CENCY035,CENCY,Central area cycle surveys,531721.16,180348.33,Southwark Street,Southwark,Central
35,CENCY036,CENCY,Central area cycle surveys,531346.01,179259.15,Lambeth Road (west of St. George's Road),Southwark,Central
36,CENCY037,CENCY,Central area cycle surveys,531859.0,179485.0,Borough Road,Southwark,Central
37,CENCY038,CENCY,Central area cycle surveys,533678.42,180836.05,Minories,City of London,Central
38,CENCY039,CENCY,Central area cycle surveys,532949.2,180894.99,Gracechurch Street,City of London,Central
39,CENCY040,CENCY,Central area cycle surveys,531652.69,179548.54,Blackfriars Road,Southwark,Central
40,CENCY041,CENCY,Central area cycle surveys,531826.01,181393.34,Newgate Street,City of London,Central
41,CENCY042,CENCY,Central area cycle surveys,530921.04,181605.18,High Holborn,Camden,Central
42,CENCY043,CENCY,Central area cycle surveys,531279.1,181577.28,Holborn,City of London,Central
43,CENCY044,CENCY,Central area cycle surveys,531647.29,181040.0,New Bridge Street,City of London,Central
44,CENCY045,CENCY,Central area cycle surveys,531108.76,181105.66,Strand (east),Westminster,Central
45,CENCY046,CENCY,Central area cycle surveys,531103.11,182127.6,Rosebery Avenue (south),Camden,Central
46,CENCY047,CENCY,Central area cycle surveys,531287.86,182040.79,Clerkenwell Road (west),Camden,Central
47,CENCY048,CENCY,Central area cycle surveys,532763.59,181740.07,Moorgate,City of London,Central
48,CENCY049,CENCY,Central area cycle surveys,531595.27,181401.0,Farringdon Street,City of London,Central
49,CENCY050,CENCY,Central area cycle surveys,533641.021,181204.45,Aldgate High Street,City of London,Central
50,CENCY051,CENCY,Central area cycle surveys,530864.74,180976.07,Strand (west),Westminster,Central
51,CENCY052,CENCY,Central area cycle surveys,530715.25,181853.88,Theobald's Road,Camden,Central
52,CENCY053,CENCY,Central area cycle surveys,532817.05,182064.1,City Road,Islington,Central
53,CENCY054,CENCY,Central area cycle surveys,530584.16,181356.56,Kingsway,Camden,Central
54,CENCY055,CENCY,Central area cycle surveys,530666.47,180998.3,Aldwych,Westminster,Central
55,CENCY056,CENCY,Central area cycle surveys,530290.11,181555.03,Bloomsbury Way,Camden,Central
56,CENCY057,CENCY,Central area cycle surveys,530280.95,181908.5,Southampton Row,Camden,Central
57,CENCY058,CENCY,Central area cycle surveys,529989.12,181571.02,Bloomsbury Street,Camden,Central
58,CENCY059,CENCY,Central area cycle surveys,529338.12,182150.96,Tottenham Court Road (north),Camden,Central
59,CENCY060,CENCY,Central area cycle surveys,529695.07,181599.19,Tottenham Court Road (south),Camden,Central
60,CENCY061,CENCY,Central area cycle surveys,529487.6,181323.17,Oxford Street (east),Westminster,Central
61,CENCY062,CENCY,Central area cycle surveys,529856.33,181219.33,Charing Cross Road,Camden,Central
62,CENCY063,CENCY,Central area cycle surveys,529032.38,181188.51,Regent Street,Westminster,Central
63,CENCY064,CENCY,Central area cycle surveys,528235.0,181246.74,Wigmore Street,Westminster,Central
64,CENCY065,CENCY,Central area cycle surveys,529379.34,181655.07,Mortimer Street,Westminster,Central
65,CENCY066,CENCY,Central area cycle surveys,531519.94,181820.84,Farringdon Road (near station),Camden,Central
66,CENCY067,CENCY,Central area cycle surveys,531298.71,181348.12,Fetter Lane,City of London,Central
67,CENCY068,CENCY,Central area cycle surveys,531420.5,182750.22,Rosebery Avenue (north),Islington,Central
68,CENCY069,CENCY,Central area cycle surveys,532099.25,182024.88,Goswell Road (south),Islington,Central
69,CENCY071,CENCY,Central area cycle surveys,528827.266,181673.546,Portland Place,Westminster,Central
70,CENCY072,CENCY,Central area cycle surveys,529743.98,180896.69,Shaftesbury Avenue,Westminster,Central
71,CENCY073,CENCY,Central area cycle surveys,529947.7,182335.81,Tavistock Square (A4200),Camden,Central
72,CENCY074,CENCY,Central area cycle surveys,530737.94,182378.03,Grays Inn Road (north),Camden,Central
73,CENCY075,CENCY,Central area cycle surveys,528461.71,181105.47,Oxford Street (west),Westminster,Central
74,CENCY076,CENCY,Central area cycle surveys,527880.43,181587.0,Gloucester Place,Westminster,Central
75,CENCY077,CENCY,Central area cycle surveys,528045.52,181576.23,Baker Street,Westminster,Central
76,CENCY078,CENCY,Central area cycle surveys,528958.05,180258.67,Piccadilly,Westminster,Central
77,CENCY079,CENCY,Central area cycle surveys,530860.54,179908.61,York Road,Lambeth,Central
78,CENCY080,CENCY,Central area cycle surveys,531233.04,180260.56,Stamford Street,Lambeth,Central
79,CENCY081,CENCY,Central area cycle surveys,532640.92,179428.82,Great Dover Street,Southwark,Central
80,CENCY082,CENCY,Central area cycle surveys,533017.42,179511.99,Long Lane,Southwark,Central
81,CENCY083,CENCY,Central area cycle surveys,532402.4,179706.81,Borough High Street,Southwark,Central
82,CENCY084,CENCY,Central area cycle surveys,532475.99,180142.26,Southwark Street,Southwark,Central
83,CENCY085,CENCY,Central area cycle surveys,532069.6,179338.04,Newington Causeway,Southwark,Central
84,CENCY086,CENCY,Central area cycle surveys,532298.77,180850.73,Upper Thames Street (west of Southwark Bridge),City of London,Central
85,CENCY087,CENCY,Central area cycle surveys,533109.73,180659.21,Lower Thames Street,City of London,Central
86,CENCY088,CENCY,Central area cycle surveys,531813.02,182118.42,Clerkenwell Road (east),Islington,Central
87,CENCY089,CENCY,Central area cycle surveys,532385.23,182387.01,Old Street,Islington,Central
88,CENCY090,CENCY,Central area cycle surveys,531958.55,182330.7,Goswell Road (north),Islington,Central
89,CENCY091,CENCY,Central area cycle surveys,532500.16,181570.43,London Wall (west),City of London,Central
90,CENCY092,CENCY,Central area cycle surveys,532990.74,181479.02,London Wall (east),City of London,Central
91,CENCY093,CENCY,Central area cycle surveys,531069.26,181801.3,Grays Inn Road (south),Camden,Central
92,CENCY094,CENCY,Central area cycle surveys,533438.22,181325.15,Houndsditch,City of London,Central
93,CENCY095,CENCY,Central area cycle surveys,533374.85,181312.01,Bevis Marks,City of London,Central
94,CENCY096,CENCY,Central area cycle surveys,530948.46,182543.32,King's Cross Road,Camden,Central
95,CENCY097,CENCY,Central area cycle surveys,533312.25,179870.22,Crucifix Lane (Druid Street),Southwark,Central
96,CENCY098,CENCY,Central area cycle surveys,530073.74,178985.03,Horseferry Road (east of Tufton Street),Westminster,Central
97,CENCY099,CENCY,Central area cycle surveys,531469.91,179939.89,The Cut,Lambeth,Central
98,CENCY100,CENCY,Central area cycle surveys,532590.21,182274.5,Bunhill Row,Islington,Central
99,CENCY101,CENCY,Central area cycle surveys,531745.99,182194.74,St. John Street,Islington,Central
100,CENCY102,CENCY,Central area cycle surveys,530294.15,182373.13,Hunter Street,Camden,Central
101,CENCY103,CENCY,Central area cycle surveys,530455.81,181276.66,Great Queen Street,Camden,Central
102,CENCY104,CENCY,Central area cycle surveys,530893.18,182376.64,Calthorpe Street,Camden,Central
103,CENCY105,CENCY,Central area cycle surveys,528708.13,181111.47,New Bond Street,Westminster,Central
104,CENCY106,CENCY,Central area cycle surveys,529935.4,179293.85,Great Smith Street (north of Little Smith Street),Westminster,Central
105,CENCY107,CENCY,Central area cycle surveys,532303.63,181915.52,Beech Street,City of London,Central
106,CENCY108,CENCY,Central area cycle surveys,529899.4,181766.68,Montague Place,Camden,Central
107,CENCY109,CENCY,Central area cycle surveys,529480.89,179336.55,Buckingham Gate,Westminster,Central
108,CENCY110,CENCY,Central area cycle surveys,528359.51,181467.21,Thayer Street,Westminster,Central
109,CENCY111,CENCY,Central area cycle surveys,533001.37,180826.89,Eastcheap,City of London,Central
110,CENCY112,CENCY,Central area cycle surveys,528713.83,180839.74,Grosvenor Street,Westminster,Central
111,CENCY113,CENCY,Central area cycle surveys,527510.68,181728.92,Seymour Place,Westminster,Central
112,CENCY114,CENCY,Central area cycle surveys,530407.46,182530.0,Regent Square,Camden,Central
113,CENCY115,CENCY,Central area cycle surveys,528576.72,181545.82,Wimpole Street,Westminster,Central
114,CENCY116,CENCY,Central area cycle surveys,527909.57,181396.87,George Street (east),Westminster,Central
115,CENCY117,CENCY,Central area cycle surveys,530136.36,181785.0,Montague Street,Camden,Central
116,CENCY118,CENCY,Central area cycle surveys,530451.45,181155.25,Drury Lane,Westminster,Central
117,CENCY119,CENCY,Central area cycle surveys,529542.56,181972.52,Torrington Place,Camden,Central
118,CENCY120,CENCY,Central area cycle surveys,529979.15,182681.99,Mabledon Place,Camden,Central
119,CENCY121,CENCY,Central area cycle surveys,531131.41,183021.96,Claremont Square,Islington,Central
120,CENCY122,CENCY,Central area cycle surveys,533128.52,181135.54,Leadenhall Street,City of London,Central
121,CENCY123,CENCY,Central area cycle surveys,532146.43,181057.61,Cannon Street,City of London,Central
122,CENCY124,CENCY,Central area cycle surveys,532114.73,182661.45,Central Street,Islington,Central
123,CENCY125,CENCY,Central area cycle surveys,531754.24,181768.84,Charterhouse Street,Islington,Central
124,CENCY126,CENCY,Central area cycle surveys,532663.4,181212.27,Prince's Street,City of London,Central
125,CENCY127,CENCY,Central area cycle surveys,532989.0,182132.01,Paul Street,Islington,Central
126,CENCY128,CENCY,Central area cycle surveys,531516.12,181174.88,Fleet Street,City of London,Central
127,CENCY129,CENCY,Central area cycle surveys,532271.43,182136.04,Golden Lane,Islington,Central
128,CENCY130,CENCY,Central area cycle surveys,532357.78,181348.43,Gresham Street,City of London,Central
129,CENCY131,CENCY,Central area cycle surveys,528730.22,181699.22,New Cavendish Street,Westminster,Central
130,CENCY132,CENCY,Central area cycle surveys,528411.13,180402.43,South Audley Street,Westminster,Central
131,CENCY133,CENCY,Central area cycle surveys,532976.16,181302.24,Old Broad Street,City of London,Central
132,CENCY134,CENCY,Central area cycle surveys,529562.78,181078.11,Wardour Street,Westminster,Central
133,CENCY135,CENCY,Central area cycle surveys,529017.27,180356.77,Berkeley Street,Westminster,Central
134,CENCY136,CENCY,Central area cycle surveys,531580.52,181571.18,Snow Hill (West Smithfield),City of London,Central
135,CENCY137,CENCY,Central area cycle surveys,531835.72,178782.79,Churchyard Row,Southwark,Central
136,CENCY138,CENCY,Central area cycle surveys,530834.12,178564.43,Black Prince Road (east of Gibson Street),Lambeth,Central
137,CENCY139,CENCY,Central area cycle surveys,529385.07,179898.72,The Mall,Westminster,Central
138,CENCY140,CENCY,Central area cycle surveys,530758.028,179946.75,Belvedere Road,Lambeth,Central
139,CENCY141,CENCY,Central area cycle surveys,529465.94,179478.71,Petty France,Westminster,Central
140,CENCY142,CENCY,Central area cycle surveys,529649.63,179657.87,Birdcage Walk,Westminster,Central
141,CENCY143,CENCY,Central area cycle surveys,528783.394,179793.874,Constitution Hill,Westminster,Central
142,CENCY144,CENCY,Central area cycle surveys,530097.71,180856.17,Garrick Street,Westminster,Central
143,CENCY145,CENCY,Central area cycle surveys,528504.52,181467.91,Welbeck Street,Westminster,Central
144,CENCY146,CENCY,Central area cycle surveys,527510.892,181613.193,Crawford Street (west),Westminster,Central
145,CENCY147,CENCY,Central area cycle surveys,528724.48,180977.89,Brook Street,Westminster,Central
146,CENCY148,CENCY,Central area cycle surveys,530629.49,182016.56,Lambs Conduit Street,Camden,Central
147,CENCY149,CENCY,Central area cycle surveys,531041.96,180301.3,Upper Ground,Lambeth,Central
148,CENCY150,CENCY,Central area cycle surveys,532047.89,180352.94,Sumner Steet,Southwark,Central
149,CENCY151,CENCY,Central area cycle surveys,531087.06,179377.67,Hercules Road,Lambeth,Central
150,CENCY152,CENCY,Central area cycle surveys,531865.85,179686.71,Webber Street (east),Southwark,Central
151,CENCY153,CENCY,Central area cycle surveys,532978.94,179384.66,Weston Street,Southwark,Central
152,CENCY154,CENCY,Central area cycle surveys,531198.02,180170.98,Cornwall Road (north),Lambeth,Central
153,CENCY155,CENCY,Central area cycle surveys,533561.31,181089.45,Jewry Street,City of London,Central
154,CENCY156,CENCY,Central area cycle surveys,531036.43,181252.85,Carey Street,Camden,Central
155,CENCY157,CENCY,Central area cycle surveys,533124.17,181878.82,Appold Street,Hackney,Central
156,CENCY158,CENCY,Central area cycle surveys,532371.23,181588.46,Wood Street,City of London,Central
157,CENCY159,CENCY,Central area cycle surveys,533115.72,180993.48,Lime Street,City of London,Central
158,CENCY160,CENCY,Central area cycle surveys,529759.68,181010.65,Old Compton Street,Westminster,Central
159,CENCY161,CENCY,Central area cycle surveys,531016.57,182630.66,Lloyd Baker Street,Islington,Central
160,CENCY162,CENCY,Central area cycle surveys,529259.72,181973.19,Fitzroy Street,Camden,Central
161,CENCY163,CENCY,Central area cycle surveys,529387.58,179029.75,Emery Hill Street,Westminster,Central
162,CENCY164,CENCY,Central area cycle surveys,530633.08,178924.6,Lambeth High Street,Lambeth,Central
163,CENCY165,CENCY,Central area cycle surveys,533617.1,181772.66,Brushfield Street,Tower Hamlets,Central
164,CENCY166,CENCY,Central area cycle surveys,532589.54,179423.5,Trinity Street (east),Southwark,Central
165,CENCY167,CENCY,Central area cycle surveys,529730.01,182232.05,Gordon Square,Camden,Central
166,CENCY168,CENCY,Central area cycle surveys,531497.95,182031.19,Turnmill Street,Islington,Central
167,CENCY169,CENCY,Central area cycle surveys,530935.58,179369.29,Carlisle Street,Lambeth,Central
168,CENCY170,CENCY,Central area cycle surveys,531378.07,180109.15,Roupell Street,Lambeth,Central
169,CENCY171,CENCY,Central area cycle surveys,531096.88,179113.95,Lambeth Walk,Lambeth,Central
170,CENCY172,CENCY,Central area cycle surveys,530894.06,180798.82,Temple Place,Westminster,Central
171,CENCY173,CENCY,Central area cycle surveys,530281.97,180100.49,Horse Guards Avenue,Westminster,Central
172,CENCY174,CENCY,Central area cycle surveys,528354.52,180290.53,Deanery Street,Westminster,Central
173,CENCY175,CENCY,Central area cycle surveys,528412.17,180260.51,Stanhope Gate,Westminster,Central
174,CENCY176,CENCY,Central area cycle surveys,528183.19,180631.86,Park Street,Westminster,Central
175,CENCY177,CENCY,Central area cycle surveys,529371.48,180110.54,Marlborough Road,Westminster,Central
176,CENCY178,CENCY,Central area cycle surveys,529089.89,179114.15,Carlisle Place,Westminster,Central
177,CENCY179,CENCY,Central area cycle surveys,532981.73,181220.24,Threadneedle Street,City of London,Central
178,CENCY180,CENCY,Central area cycle surveys,531508.24,182661.37,Myddelton Street,Islington,Central
179,CENCY181,CENCY,Central area cycle surveys,531460.75,181769.87,Greville Street,Camden,Central
180,CENCY182,CENCY,Central area cycle surveys,531384.41,181984.02,Saffron Hill,Camden,Central
181,CENCY183,CENCY,Central area cycle surveys,530958.5,180938.75,Arundel Street,Westminster,Central
182,CENCY184,CENCY,Central area cycle surveys,530477.3,181984.09,Great Ormond Street,Camden,Central
183,CENCY185,CENCY,Central area cycle surveys,527786.24,181182.5,Great Cumberland Place,Westminster,Central
184,CENCY186,CENCY,Central area cycle surveys,527841.4,181618.94,Montagu Place,Westminster,Central
185,CENCY187,CENCY,Central area cycle surveys,530695.72,181751.53,Princeton Street,Camden,Central
186,CENCY188,CENCY,Central area cycle surveys,530689.09,181653.04,Eagle Street,Camden,Central
187,CENCY189,CENCY,Central area cycle surveys,529367.46,181486.51,Berners Street,Westminster,Central
188,CENCY190,CENCY,Central area cycle surveys,530051.04,182644.04,Hastings Street,Camden,Central
189,CENCY191,CENCY,Central area cycle surveys,528490.3,181905.47,Devonshire Street,Westminster,Central
190,CENCY192,CENCY,Central area cycle surveys,528392.45,181033.55,Duke Street,Westminster,Central
191,CENCY193,CENCY,Central area cycle surveys,531389.8,180859.27,Temple Avenue,City of London,Central
192,CENCY194,CENCY,Central area cycle surveys,533455.08,180728.09,Trinity Square,City of London,Central
193,CENCY195,CENCY,Central area cycle surveys,531514.85,178914.24,Sullivan Row,Lambeth,Central
194,CENCY196,CENCY,Central area cycle surveys,529334.25,181236.54,Poland Street,Westminster,Central
195,CENCY197,CENCY,Central area cycle surveys,530900.04,178922.47,Juxton Street,Lambeth,Central
196,CENCY198,CENCY,Central area cycle surveys,530549.98,179239.16,Riverside Walk (Albert Embankment),Lambeth,Central
197,CENCY199,CENCY,Central area cycle surveys,528564.26,179803.64,Green Park (cycle lane only),Westminster,Central
198,CENCY200,CENCY,Central area cycle surveys,532297.99,179839.89,Marshalsea Road,Southwark,Central
199,CENCY201,CENCY,Central area cycle surveys,533425.73,179999.56,Tooley Street (east),Southwark,Central
200,CENCY202,CENCY,Central area cycle surveys,531976.071,179380.862,Southwark Bridge Road (south),Southwark,Central
201,CENCY203,CENCY,Central area cycle surveys,532682.9,180753.71,Upper Thames Street (east of Southwark Bridge),City of London,Central
202,CENCY204,CENCY,Central area cycle surveys,531541.26,179240.8,St. George's Road,Southwark,Central
203,CENCY205,CENCY,Central area cycle surveys,531612.85,179403.09,Lambeth Road,Southwark,Central
204,CENCY206,CENCY,Central area cycle surveys,531236.77,182156.33,Warner Street,Islington,Central
205,CENCY207,CENCY,Central area cycle surveys,530881.71,182497.52,Pakenham Street,Camden,Central
206,CENCY208,CENCY,Central area cycle surveys,531845.63,179169.79,Princess Street,Southwark,Central
207,CENCY209,CENCY,Central area cycle surveys,530554.103143,182581.015983,Sidmouth Square,Camden,Central
208,CENCY701,CENCY,Central area cycle surveys,529632.84,180463.33,Regent Street,Westminster,Central
209,CENCY702,CENCY,Central area cycle surveys,529736.03,180515.52,Haymarket,Westminster,Central
210,CFRCY002,CFRCY,Cycle Future Routes cycle surveys,535100.0,186281.0,Lea Bridge Road,Hackney,Inner
211,CFRCY003,CFRCY,Cycle Future Routes cycle surveys,534741.0,185876.0,Downs Road,Hackney,Inner
212,CFRCY004,CFRCY,Cycle Future Routes cycle surveys,534247.0,185423.0,Downs Park Road,Hackney,Inner
213,CFRCY005,CFRCY,Cycle Future Routes cycle surveys,533677.0,185189.0,Sandringham Road,Hackney,Inner
214,CFRCY006,CFRCY,Cycle Future Routes cycle surveys,535228.0,184247.0,Frampton Park Road,Hackney,Inner
215,CFRCY007,CFRCY,Cycle Future Routes cycle surveys,535884.0,183566.0,Grove Road (Victoria Park),Tower Hamlets,Inner
216,CFRCY008,CFRCY,Cycle Future Routes cycle surveys,536089.0,183062.0,Grove Road (north of Thoydon Rd),Tower Hamlets,Inner
217,CFRCY009,CFRCY,Cycle Future Routes cycle surveys,536478.0,182287.0,Burdett Road (south of Hamlets Way),Tower Hamlets,Inner
218,CFRCY010,CFRCY,Cycle Future Routes cycle surveys,536945.0,181263.0,Burdett Road (south of Limehouse Cut),Tower Hamlets,Inner
219,CFRCY011,CFRCY,Cycle Future Routes cycle surveys,536997.0,180953.0,West India Dock Road,Tower Hamlets,Inner
220,CFRCY012,CFRCY,Cycle Future Routes cycle surveys,543505.0,186109.0,Riverdene Road,Redbridge,Outer
221,CFRCY013,CFRCY,Cycle Future Routes cycle surveys,543833.0,185147.0,Uphall Road,Redbridge,Outer
222,CFRCY014,CFRCY,Cycle Future Routes cycle surveys,544446.0,184380.0,Wakering Road,Barking & Dagenham,Outer
223,CFRCY015,CFRCY,Cycle Future Routes cycle surveys,544809.0,183946.0,St. Awdry's Road,Barking & Dagenham,Outer
224,CFRCY016,CFRCY,Cycle Future Routes cycle surveys,545334.0,183590.0,Sparsholt Road,Barking & Dagenham,Outer
225,CFRCY017,CFRCY,Cycle Future Routes cycle surveys,545785.0,183403.0,Charlton Crescent,Barking & Dagenham,Outer
226,CFRCY018,CFRCY,Cycle Future Routes cycle surveys,546243.0,182859.0,Thames Road (path to playing fields),Barking & Dagenham,Outer
227,CFRCY019,CFRCY,Cycle Future Routes cycle surveys,536446.0,179630.0,Salter Road,Southwark,Inner
228,CFRCY020,CFRCY,Cycle Future Routes cycle surveys,535750.0,178986.0,Redriff Road,Southwark,Inner
229,CFRCY021,CFRCY,Cycle Future Routes cycle surveys,530979.0,186448.0,Seven Sisters Road,Islington,Inner
230,CFRCY022,CFRCY,Cycle Future Routes cycle surveys,531081.0,186226.0,Isledon Road,Islington,Inner
231,CFRCY023,CFRCY,Cycle Future Routes cycle surveys,530245.0,185333.0,Hungerford Road,Islington,Inner
232,CFRCY024,CFRCY,Cycle Future Routes cycle surveys,529527.0,184362.0,Stratford Villas,Camden,Inner
233,CGRCY001,CGRCY,Central Grid surveys,524537.43,181146.94,Blenheim Crescent,Kensington & Chelsea,Inner
234,CGRCY002,CGRCY,Central Grid surveys,525980.05655663,178609.952688102,Harrington Gardens,Kensington & Chelsea,Inner
235,CGRCY003,CGRCY,Central Grid surveys,526466.26,178767.71,Stanhope Gardens,Kensington & Chelsea,Inner
236,CGRCY004,CGRCY,Central Grid surveys,526084.35,179214.55,Launceston Place,Kensington & Chelsea,Inner
237,CGRCY005,CGRCY,Central Grid surveys,525841.19,179917.31,Kensington Gardens (Palace Avenue entrance),Kensington & Chelsea,Inner
238,CGRCY006,CGRCY,Central Grid surveys,526124.81,179675.36,Broad Walk (Kensington Gardens),Westminster,Inner
239,CGRCY007,CGRCY,Central Grid surveys,525854.15,180574.73,Kensington Gardens (The Broad Walk - north),Westminster,Inner
240,CGRCY008,CGRCY,Central Grid surveys,525949.2,181003.02,Porchester Gardens,Westminster,Inner
241,CGRCY009,CGRCY,Central Grid surveys,526466.276054823,182582.195645383,Hamilton Terrace,Westminster,Inner
242,CGRCY010,CGRCY,Central Grid surveys,526984.97,181995.2,Penfold Street,Westminster,Inner
243,CGRCY011,CGRCY,Central Grid surveys,527307.9,181584.25,Old Marylebone Road,Westminster,Inner
244,CGRCY012,CGRCY,Central Grid surveys,527022.93,181405.67,Star Street,Westminster,Inner
245,CGRCY013,CGRCY,Central Grid surveys,526818.282448412,179438.935394271,Exhibition Road,Westminster,Inner
246,CGRCY014,CGRCY,Central Grid surveys,526904.05,178412.94,Dovehouse Street,Kensington & Chelsea,Inner
247,CGRCY015,CGRCY,Central Grid surveys,527732.85,178198.04,St. Leonard's Terrace,Kensington & Chelsea,Inner
248,CGRCY016,CGRCY,Central Grid surveys,527978.346055215,179378.99255273,Lowndes Street,Kensington & Chelsea,Inner
249,CGRCY017,CGRCY,Central Grid surveys,527786.24,181182.5,Great Cumberland Place,Westminster,Central
250,CGRCY018,CGRCY,Central Grid surveys,528153.29,181338.24,Fitzhardinge Street,Westminster,Central
251,CGRCY019,CGRCY,Central Grid surveys,527658.63,181597.73,Wyndham Place,Westminster,Central
252,CGRCY020,CGRCY,Central Grid surveys,527751.81,181644.36,Upper Montague Street,Westminster,Central
253,CGRCY021,CGRCY,Central Grid surveys,527510.892,181613.193,Crawford Street (west),Westminster,Central
254,CGRCY022,CGRCY,Central Grid surveys,527900.97,181737.34,Crawford Street (east),Westminster,Central
255,CGRCY023,CGRCY,Central Grid surveys,527427.45,182069.83,Harewood Avenue,Westminster,Inner
256,CGRCY024,CGRCY,Central Grid surveys,527604.54,182112.99,Balcombe Street,Westminster,Inner
257,CGRCY025,CGRCY,Central Grid surveys,527274.4,182756.58,Grand Union Canal (towpath west),Westminster,Inner
258,CGRCY026,CGRCY,Central Grid surveys,528081.2939,183619.9086,Grand Union Canal (Regent's Park),Westminster,Inner
259,CGRCY027,CGRCY,Central Grid surveys,527939.25,183467.56,Outer Circle (north),Westminster,Inner
260,CGRCY028,CGRCY,Central Grid surveys,527982.543,182175.712,Cornwall Terrace,Westminster,Inner
261,CGRCY029,CGRCY,Central Grid surveys,528375.799,182227.448,Outer Circle (south),Westminster,Inner
262,CGRCY030,CGRCY,Central Grid surveys,528724.277,182539.298,Outer Circle (east),Camden,Inner
263,CGRCY031,CGRCY,Central Grid surveys,528562.05,181959.56,Harley Street,Westminster,Central
264,CGRCY032,CGRCY,Central Grid surveys,528490.3,181905.47,Devonshire Street,Westminster,Central
265,CGRCY033,CGRCY,Central Grid surveys,528730.22,181699.22,New Cavendish Street,Westminster,Central
266,CGRCY034,CGRCY,Central Grid surveys,528504.52,181467.91,Welbeck Street,Westminster,Central
267,CGRCY035,CGRCY,Central Grid surveys,528708.76,181492.81,Harley Street (south),Westminster,Central
268,CGRCY036,CGRCY,Central Grid surveys,528708.13,181111.47,New Bond Street,Westminster,Central
269,CGRCY037,CGRCY,Central Grid surveys,528904.2,180696.14,Bruton Lane,Westminster,Central
270,CGRCY038,CGRCY,Central Grid surveys,529017.27,180356.77,Berkeley Street,Westminster,Central
271,CGRCY039,CGRCY,Central Grid surveys,529261.38,179867.65,Queen's Walk,Westminster,Central
272,CGRCY040,CGRCY,Central Grid surveys,529385.07,179898.72,The Mall,Westminster,Central
