id,lat,lon,location,date,time,borough,mode,year
355411,51.295233,-0.131061,On Ditches Lane 1400 metres north of The Junction With Rook Lane,2019-06-01,11:42:00,Croydon, PedalCycle,2019
310697,51.306105,-0.148022,Starrock Road junction with Petworth Close,2017-04-26,07:15:00,Croydon, PedalCycle,2017
310704,51.308056,-0.129292,Mead Way 21 metres south of junction with Tollers Lane,2017-04-24,07:45:00,Croydon, PedalCycle,2017
367157,51.310405,-0.144721,On Harwoods Garage- Brighton Road Near The Junction With Na,2019-11-12,14:20:00,Croydon, PedalCycle,2019
310346,51.310609,0.035676,Main Road 25 metres south of junction with Lebanon Gardens,2017-12-02,14:09:00,Bromley, PedalCycle,2017
310643,51.310816,-0.144533,Brighton Road 21 metres east of junction with Woodplace Lane,2017-03-25,16:08:00,Croydon, PedalCycle,2017
311101,51.312625,-0.152595,Portnalls Road 500 metres south of junction with Portnalls Rise Coulsdon,2017-10-04,12:58:00,Croydon, PedalCycle,2017
729636,51.314833,0.047171,On Jail Lane Near The Junction With The Laurels,2019-07-13,07:40:00,Bromley, PedalCycle,2019
336453,51.315605,0.058571,Single Street junction with Berry's Hill,2018-09-14,14:30:00,Bromley, PedalCycle,2018
718391,51.317262,-0.138733,On Brighton Road Near The Junction With Marlpit Lane,2019-01-27,10:20:00,Croydon, PedalCycle,2019
337543,51.319836,-0.140581,Lion Green Road 20 metres south east of junction with Chisptead Valley Road,2018-12-08,09:20:00,Croydon, PedalCycle,2018
730073,51.320551,0.028696,On Main Road Near The Junction With Main Road,2019-06-29,07:25:00,Bromley, PedalCycle,2019
345860,51.324401,-0.113944,On Higher Drive 30 metres north of The Junction With Cullesden Ro,2019-01-01,21:15:00,Croydon, PedalCycle,2019
337275,51.325769,-0.129145,B2030 junction with Windermere Road,2018-08-23,17:30:00,Croydon, PedalCycle,2018
337022,51.325863,-0.129429,Stoats Nest Road junction with Windemere Road,2018-05-12,12:55:00,Croydon, PedalCycle,2018
310707,51.326086,-0.137744,Woodcote Grove Road junction with The Wend,2017-04-10,13:15:00,Croydon, PedalCycle,2017
310070,51.326127,0.063635,Downe Road 0 metres south of junction with Downe Road,2017-08-05,09:20:00,Bromley, PedalCycle,2017
310828,51.327359,-0.116162,Higher Drive junction with Burcott Road,2017-06-08,21:55:00,Croydon, PedalCycle,2017
310291,51.328339,0.014069,Jewels Hill 100 metres west of junction with Oaklands Lane,2017-11-12,10:25:00,Bromley, PedalCycle,2017
309773,51.328342,0.013925,Jewels Hill 125 metres west of junction with Oaklands Lane,2017-03-18,08:10:00,Bromley, PedalCycle,2017
336514,51.329717,0.012407,Jewels Hill junction with No Junction,2018-10-06,12:30:00,Bromley, PedalCycle,2018
363351,51.330371,-0.324408,On Leatherhead Road 500 metres north of The Junction With The Avenue,2019-09-21,09:49:00,Kingston upon Thames, PedalCycle,2019
337139,51.331312,-0.138394,Smitham Bottom Lane junction with Smitham Downs Road,2018-06-30,08:15:00,Croydon, PedalCycle,2018
337429,51.331402,-0.13839,Smitham Bottom Lane junction with Woodcote Valley Road,2018-10-27,14:00:00,Croydon, PedalCycle,2018
367071,51.332051,0.003221,On Skid Hill Lane Near The Junction With King Henrys Drive,2019-11-10,10:00:00,Croydon, PedalCycle,2019
365154,51.332911,-0.123084,On Brighton Road 50 metres north of The Junction With Brighton Ro,2019-10-16,07:20:00,Croydon, PedalCycle,2019
310921,51.333487,-0.122515,Brighton Road junction with Grovelands Road,2017-07-18,10:34:00,Croydon, PedalCycle,2017
310631,51.333609,-0.015416,Featherbed Lane 900 metres south of junction with Farleigh Dean Crescent,2017-03-31,16:00:00,Croydon, PedalCycle,2017
356351,51.334196,-0.121897,On Brighton Road 70 metres north of The Junction With The Drive,2019-06-14,07:41:00,Croydon, PedalCycle,2019
336303,51.334727,0.003438,Keston Showman's Park junction with Keston Showmans Park,2018-06-30,10:15:00,Bromley, PedalCycle,2018
729515,51.335841,0.053864,On Luxted Road Near The Junction With High Street Downe,2019-07-11,13:38:00,Bromley, PedalCycle,2019
356576,51.336182,-0.113992,On Foxley Hill Road Near The Junction With Foxley Hill Road,2019-06-17,13:45:00,Croydon, PedalCycle,2019
357419,51.337379,0.078814,On Cudham Lane north 200 metres east of The Junction With Cudham,2019-06-28,13:36:00,Bromley, PedalCycle,2019
364296,51.337555,-0.08169,On Sanderstead Hill Near The Junction With Purley Downs Road,2019-10-04,07:47:00,Croydon, PedalCycle,2019
338639,51.338283,-0.31987,Leatherhead Road 250 metres south of junction with Fairoak Lane,2018-05-30,17:27:00,Kingston upon Thames, PedalCycle,2018
357640,51.338296,-0.116776,On Brighton Road Near The Junction With Purley Road,2019-07-01,08:25:00,Croydon, PedalCycle,2019
310741,51.339676,-0.144085,Woodcote Road junction with Foxley Lane,2017-04-30,19:30:00,Croydon, PedalCycle,2017
310910,51.341404,-0.111566,Brighton Road 70 metres north east of junction with Christchurch Road,2017-07-13,08:10:00,Croydon, PedalCycle,2017
337818,51.341619,-0.187799,Banstead Road south 64 metres north east of junction with Downs Road,2018-05-08,16:30:00,Sutton, PedalCycle,2018
337175,51.341842,-0.11083,Brighton Road 120 metres north of junction with Christchurch Road,2018-07-13,08:20:00,Croydon, PedalCycle,2018
369131,51.342461,0.082303,On Cudham Lane north 640 metres south of The Junction With Old Hi,2019-12-07,13:30:00,Bromley, PedalCycle,2019
718475,51.342804,-0.131582,On Foxley Lane 21 metres north of The Junction With Unknown,2019-01-10,07:00:00,Croydon, PedalCycle,2019
349952,51.34385,-0.104875,On Purley Downs Road Near The Junction With Riddlesdown Road,2019-03-08,18:47:00,Croydon, PedalCycle,2019
337508,51.344286,-0.106278,Purley Downs Road junction with Brighton Road,2018-11-25,17:00:00,Croydon, PedalCycle,2018
336906,51.344765,-0.037047,Court Wood Lane junction with Hollywoods,2018-03-10,19:00:00,Croydon, PedalCycle,2018
729374,51.345307,-0.065269,On Queen Hill Road Near The Junction With Farley Road,2019-07-09,15:36:00,Croydon, PedalCycle,2019
354801,51.345834,0.124344,On Sevenoaks Road 30 metres south of The Junction With London Roa,2019-05-22,10:40:00,Bromley, PedalCycle,2019
336553,51.346124,0.137051,Hewitts Roundabout junction with Sevenoaks Road,2018-10-31,17:54:00,Bromley, PedalCycle,2018
309813,51.34618,0.136451,Wheatsheaf Hill junction with A21,2017-04-02,17:20:00,Bromley, PedalCycle,2017
336338,51.346214,0.137056,Hewitts Roundabout junction with A21,2018-07-17,19:45:00,Bromley, PedalCycle,2018
367576,51.346301,-0.111336,On Pampisford Road Near The Junction With Edgehill Road,2019-11-17,11:08:00,Croydon, PedalCycle,2019
352758,51.346345,0.137234,On Hewitts Roundabout Near The Junction With M25,2019-04-22,11:30:00,Bromley, PedalCycle,2019
337932,51.346475,-0.217044,Northey Avenue junction with Cheyham Way,2018-10-13,12:10:00,Sutton, PedalCycle,2018
309941,51.346586,0.136355,Hewitts Roundabout junction with M25,2017-05-23,18:30:00,Bromley, PedalCycle,2017
337784,51.346738,-0.147103,Woodcote Road junction with Sandy Lane,2018-06-05,19:20:00,Sutton, PedalCycle,2018
337693,51.347402,-0.2071,Northey Avenue junction with Burdon Lane,2018-03-15,17:53:00,Sutton, PedalCycle,2018
311737,51.347487,-0.20681,Northey Avenue junction with Burdon Lane,2017-11-30,17:30:00,Sutton, PedalCycle,2017
311727,51.34749,-0.206953,Northey Avenue junction with Burdon Lane,2017-11-29,18:33:00,Sutton, PedalCycle,2017
337891,51.347608,-0.202928,Dorset Road junction with Avenue Road,2018-09-07,07:45:00,Sutton, PedalCycle,2018
368471,51.347709,-0.194868,On Brighton Road Near The Junction With Chiltern Road,2019-11-29,11:20:00,Sutton, PedalCycle,2019
337122,51.347745,-0.048552,Pixton Way junction with Selsdon Park Road,2018-06-24,02:29:00,Croydon, PedalCycle,2018
311599,51.34783,-0.14792,Woodmansterne Lane junction with Woodcote Road,2017-08-10,08:30:00,Sutton, PedalCycle,2017
370514,51.347863,-0.147747,On Woodcote Road Near The Junction With Woodmansterne Lane,2019-12-29,12:45:00,Sutton, PedalCycle,2019
364438,51.348937,0.033612,On Church Road Near The Junction With Church Road,2019-10-06,12:00:00,Bromley, PedalCycle,2019
309769,51.349002,0.030915,Jackass Lane junction with Blackness Lane,2017-02-14,17:50:00,Bromley, PedalCycle,2017
336746,51.349276,-0.043317,Selsdon Park Road junction with Farnborough Avenue,2018-01-17,07:16:00,Croydon, PedalCycle,2018
337323,51.349429,-0.101758,Kingsdown Avenue 70 metres west of junction with Brighton Road The Nearest Classified,2018-09-15,13:35:00,Croydon, PedalCycle,2018
354249,51.349907,0.088385,On Old Hill Near The Junction With Sevenoaks Road Roundabout,2019-05-13,17:32:00,Bromley, PedalCycle,2019
370329,51.350188,0.088728,On High Street Near The Junction With Sevenoaks Road,2019-12-24,08:35:00,Bromley, PedalCycle,2019
310734,51.351187,-0.099244,Brighton Road 21 metres north of junction with N/A,2017-05-09,07:08:00,Croydon, PedalCycle,2017
337012,51.351366,-0.039207,Selsdon Park Road junction with Holmbury Grove,2018-05-08,06:40:00,Croydon, PedalCycle,2018
336124,51.351666,0.006762,Layhams Road 350 metres south of junction with north Pole Lane,2018-03-25,13:10:00,Bromley, PedalCycle,2018
337409,51.351811,-0.098931,Brighton Road 38 metres south of junction with Churchhill Road,2018-10-16,16:44:00,Croydon, PedalCycle,2018
310513,51.352076,-0.098633,Brighton Road junction with Churchill Road,2017-02-06,08:30:00,Croydon, PedalCycle,2017
336805,51.352078,-0.098776,Brighton Road 35 metres south of junction with Churchill Road,2018-02-06,07:31:00,Croydon, PedalCycle,2018
337754,51.352221,-0.158371,Dalmeny Road junction with Mount Park,2018-05-09,07:50:00,Sutton, PedalCycle,2018
311229,51.3527,-0.09832,Brighton Road junction with St Augustines Avenue,2017-11-17,07:30:00,Croydon, PedalCycle,2017
362383,51.353168,-0.215434,On Sandy Lane Near The Junction With Glebe Road,2019-09-09,08:25:00,Sutton, PedalCycle,2019
311450,51.353329,-0.171683,Stanley Park Road junction with Staplehurst Road,2017-04-19,06:51:00,Sutton, PedalCycle,2017
337415,51.353586,-0.037532,Selsdon Park Road junction with Gravel Hill,2018-10-21,08:25:00,Croydon, PedalCycle,2018
309918,51.353931,0.026681,Jackass Lane 625 metres north of junction with Blackness Lane,2017-05-25,17:00:00,Bromley, PedalCycle,2017
336261,51.354181,0.033011,Westerham Road junction with Heathfield Road,2018-06-14,18:00:00,Bromley, PedalCycle,2018
336059,51.354188,0.006585,Layhams Road junction with north Pole Lane,2018-02-17,11:30:00,Bromley, PedalCycle,2018
349207,51.354675,-0.191793,On Brighton Road Near The Junction With Christchurch Park,2019-02-25,19:40:00,Sutton, PedalCycle,2019
310266,51.355802,0.089098,Sevenoaks Road junction with Farnborough Hill,2017-11-02,06:23:00,Bromley, PedalCycle,2017
355100,51.355817,0.0893,On Sevenoaks Road Near The Junction With Glentrammon Road,2019-05-26,09:00:00,Bromley, PedalCycle,2019
310223,51.355887,0.08939,Farnborough Hill Br6 junction with High Street Green Street Green,2017-10-15,09:08:00,Bromley, PedalCycle,2017
369216,51.35606,0.107323,On The Meadway Near The Junction With Warren Road,2019-12-08,17:05:00,Bromley, PedalCycle,2019
370577,51.356133,-0.174472,On Banstead Road Near The Junction With Willis Avenue,2019-12-30,13:10:00,Sutton, PedalCycle,2019
348431,51.356536,0.08172,On Shire Lane 50 metres south of The Junction With Beechwood Aven,2019-02-15,05:00:00,Bromley, PedalCycle,2019
350716,51.356577,-0.129068,On Mollison Drive 100 metres north of The Junction With Roe Way,2019-03-21,08:15:00,Sutton, PedalCycle,2019
337945,51.356586,-0.138662,Sandy Lane south junction with Foresters Drive,2018-10-24,08:17:00,Sutton, PedalCycle,2018
311540,51.356628,-0.204729,Mulgrave Road junction with York Road,2017-07-02,19:02:00,Sutton, PedalCycle,2017
311446,51.35687,-0.17384,Banstead Road 21 metres Swof junction with Waverley Way,2017-03-27,12:35:00,Sutton, PedalCycle,2017
337427,51.357068,-0.052177,Gravel Hill 200 metres south east of junction with Shirley Hills Road,2018-10-26,22:00:00,Croydon, PedalCycle,2018
348315,51.357243,0.106587,On Warren Road Near The Junction With Windsor Drive,2019-02-12,19:55:00,Bromley, PedalCycle,2019
310581,51.357347,-0.031195,Kent Gate Way junction with Lodge Lane,2017-02-19,12:30:00,Croydon, PedalCycle,2017
354538,51.357599,-0.217058,On Ewell Road 21 metres north of The Junction With Unknown,2019-05-17,08:02:00,Sutton, PedalCycle,2019
310755,51.357638,-0.097828,Brighton Road junction with Haling Park Road,2017-04-24,09:00:00,Croydon, PedalCycle,2017
311181,51.357638,-0.097828,Brighton Road junction with Hailing Park Road,2017-11-01,09:33:00,Croydon, PedalCycle,2017
337862,51.357718,-0.147665,Stafford Road 30 metres west of junction with Onslow Gardens,2018-08-16,17:00:00,Sutton, PedalCycle,2018
719083,51.357808,-0.097749,On Brighton Road south Croydon Near The Junction With Hailing Pa,2019-02-06,15:55:00,Croydon, PedalCycle,2019
353606,51.357947,-0.205151,On Grove Road Near The Junction With York Road,2019-05-05,07:11:00,Sutton, PedalCycle,2019
370036,51.357974,-0.215162,Location Uncertain On High Street 10 metres west of The Junction,2019-12-19,17:20:00,Sutton, PedalCycle,2019
362393,51.358034,-0.116168,On Waddon Way Near The Junction With Purley Way,2019-09-05,18:15:00,Croydon, PedalCycle,2019
311697,51.358256,-0.176226,Downside Road 21 metres north of junction with Upland Road,2017-11-03,08:00:00,Sutton, PedalCycle,2017
719294,51.358261,-0.191078,On Brighton Road 10 metres south of The Junction With Wellesley R,2019-02-09,23:41:00,Sutton, PedalCycle,2019
311465,51.35849,-0.191298,Brighton Road junction with The Quadrant,2017-04-01,19:14:00,Sutton, PedalCycle,2017
354585,51.35855,-0.212812,On Belmont Road Near The Junction With High Street,2019-05-19,12:30:00,Sutton, PedalCycle,2019
729702,51.358647,-0.030421,On Kent Gateway Near The Junction With Addington Village Road,2019-07-14,10:55:00,Croydon, PedalCycle,2019
363367,51.358662,-0.138018,On Link Lane Near The Junction With Sandy Lane south,2019-09-21,11:30:00,Sutton, PedalCycle,2019
338624,51.358884,-0.295561,Gilders Road junction with Stokesby Road,2018-05-16,07:30:00,Kingston upon Thames, PedalCycle,2018
337770,51.359392,-0.139841,Stafford Road junction with Demense Road,2018-05-02,17:14:00,Sutton, PedalCycle,2018
356420,51.359394,0.022297,On Fox Lane Near The Junction With Jackass Lane,2019-06-15,10:00:00,Bromley, PedalCycle,2019
718428,51.359464,-0.139824,On Stafford Road Near The Junction With Demense Road,2019-01-28,06:40:00,Sutton, PedalCycle,2019
368225,51.359524,-0.138529,On Stafford Road Between The junction with Sandy Lane south & Demesne Road,2019-11-04,17:10:00,Sutton, PedalCycle,2019
364159,51.359571,-0.097777,On Brighton Road Near The Junction With Junction Road,2019-10-02,16:31:00,Croydon, PedalCycle,2019
311705,51.359708,-0.206189,Cheam Road junction with Gander Green Lane,2017-11-14,11:32:00,Sutton, PedalCycle,2017
311778,51.359885,-0.206038,Cheam Road junction with York Road,2017-12-30,18:13:00,Sutton, PedalCycle,2017
311513,51.359916,-0.155907,Park Lane junction with Grosvenor Avenue,2017-06-09,18:45:00,Sutton, PedalCycle,2017
311476,51.360116,-0.191809,High Street 21 metres south of junction with Grove Road,2017-04-25,18:30:00,Sutton, PedalCycle,2017
337854,51.360215,-0.19238,Grove Road junction with Orme Road,2018-08-10,11:50:00,Sutton, PedalCycle,2018
337946,51.360335,-0.217799,Mickleham Gardens junction with Malden Road,2018-10-25,07:18:00,Sutton, PedalCycle,2018
311291,51.360475,-0.117533,Purley Way junction with Foss Way,2017-12-12,06:45:00,Croydon, PedalCycle,2017
336030,51.360927,0.089188,Sevenoaks Road 46 metres north of junction with Oakleight Gardens,2018-02-02,08:05:00,Bromley, PedalCycle,2018
351073,51.360999,-0.144157,On Ross Road 25 metres east of The Junction With Cylde Road,2019-03-26,17:40:00,Sutton, PedalCycle,2019
311382,51.360999,-0.150406,Manor Road junction with Station Approach,2017-01-31,07:40:00,Sutton, PedalCycle,2017
729835,51.361221,-0.167418,On Carshalton Park Road Near The Junction With Wales Avenue,2019-06-16,10:30:00,Sutton, PedalCycle,2019
336291,51.361387,0.00101,Layhams Road junction with Chestnut Avenue,2018-06-20,12:21:00,Bromley, PedalCycle,2018
719276,51.361394,-0.168733,On Wales Avenue Near The Junction With Park Hill,2019-02-09,13:30:00,Sutton, PedalCycle,2019
310034,51.36148,0.00087,Layhams Road junction with Chestnut Avenue,2017-07-18,19:02:00,Bromley, PedalCycle,2017
349609,51.36153,-0.150442,On Manor Road Near The Junction With Grosvenor Road,2019-03-04,17:30:00,Sutton, PedalCycle,2019
351018,51.361563,-0.190588,On Carshalton Road Near The Junction With Throwley Road,2019-01-18,15:52:00,Sutton, PedalCycle,2019
337737,51.362063,-0.138153,Tharp Road 21 metres south of junction with N/A,2018-04-20,17:30:00,Sutton, PedalCycle,2018
311566,51.362231,-0.14303,Bute Gardens junction with Bute Gardens,2017-07-11,07:48:00,Sutton, PedalCycle,2017
363168,51.36234,-0.136332,On Tharp Road Near The Junction With Beddington Grove,2019-09-17,21:10:00,Sutton, PedalCycle,2019
368775,51.362532,0.058979,On Hilda Vale Road Near The Junction With Farnborough Common,2019-12-03,08:56:00,Bromley, PedalCycle,2019
311371,51.362535,-0.150918,Manor Road junction with Springfield Road,2017-01-24,09:08:00,Sutton, PedalCycle,2017
350379,51.362602,-0.168325,On Park Hill Near The Junction With Ruskin Road,2019-03-15,20:02:00,Sutton, PedalCycle,2019
309936,51.362738,0.02707,Baston Road junction with west Common Road,2017-05-31,18:50:00,Bromley, PedalCycle,2017
311671,51.362787,-0.184234,Carshalton Road junction with Oxford Road,2017-10-16,19:55:00,Sutton, PedalCycle,2017
310479,51.362828,-0.06874,Oaks Road junction with Coombe Lane,2017-01-24,18:48:00,Croydon, PedalCycle,2017
367101,51.36288,-0.183282,On Carshalton Road Near The Junction With Na,2019-11-12,14:30:00,Sutton, PedalCycle,2019
367165,51.363117,-0.173088,On Carshalton Road Near The Junction With Oxford Road,2019-11-12,17:15:00,Sutton, PedalCycle,2019
356995,51.363194,0.026716,On Baston Road Br2 Near The Junction With Baston Road,2019-06-22,12:10:00,Bromley, PedalCycle,2019
337965,51.363257,-0.151033,Manor Road junction with Manor Road,2018-11-08,08:30:00,Sutton, PedalCycle,2018
338627,51.363384,-0.302001,Bridge Road junction with Station Road,2018-05-17,17:20:00,Kingston upon Thames, PedalCycle,2018
310636,51.363425,-0.099743,Warham Road 25 metres west of junction with Brighton Road The Nearest Classified Road,2017-04-02,11:34:00,Croydon, PedalCycle,2017
337629,51.363614,-0.156621,Park Lane junction with Ruskin Road,2018-01-23,07:30:00,Sutton, PedalCycle,2018
351939,51.363644,-0.296375,On Church Lane Near The Junction With Bridge Road,2019-04-08,06:00:00,Kingston upon Thames, PedalCycle,2019
310925,51.36374,-0.119267,Stafford Road 10 metres north of junction with Stafford Gardens,2017-07-20,16:45:00,Croydon, PedalCycle,2017
370170,51.36375,-0.098695,On Warham Road Near Junction With Brighton Road,2019-12-20,15:00:00,Croydon, PedalCycle,2019
337782,51.363765,-0.13205,Plough Lane 100 metres north of junction with The Chase,2018-05-20,13:00:00,Sutton, PedalCycle,2018
352010,51.363768,0.092248,On Sevenoaks Road Near The Junction With Cardinham Road,2019-04-09,09:01:00,Bromley, PedalCycle,2019
311723,51.363772,-0.189797,Manor Park Road junction with Greyhound Road,2017-11-24,17:15:00,Sutton, PedalCycle,2017
729971,51.363775,-0.298597,On Bridge Road Near The Junction With Osbourne Way,2019-07-17,20:45:00,Kingston upon Thames, PedalCycle,2019
724603,51.364158,-0.096725,On Heathfield Road 21 metres south of The Junction With Ledbury R,2019-05-03,07:54:00,Croydon, PedalCycle,2019
360559,51.364193,-0.185601,On Lind Road 25 metres north of The Junction With Greyhound Road,2019-08-12,08:00:00,Sutton, PedalCycle,2019
357285,51.364317,-0.296867,On Moor Lane 100 metres east of The Junction With Mount Road,2019-06-26,17:40:00,Kingston upon Thames, PedalCycle,2019
337236,51.364623,-0.118225,Denning Avenue junction with Purley Way,2018-08-05,08:20:00,Croydon, PedalCycle,2018
349857,51.364875,-0.118258,On Denning Avenue Near The Junction With Purley Way,2019-03-06,19:35:00,Croydon, PedalCycle,2019
311524,51.365151,-0.157134,Park Lane 21 metres north of junction with Lavender Road,2017-06-17,08:00:00,Sutton, PedalCycle,2017
311721,51.365336,-0.157414,Park Lane 50 metres north of junction with Lavender Road,2017-11-22,19:39:00,Sutton, PedalCycle,2017
729700,51.365406,-0.118293,On Purley Way Near The Junction With Fiveways,2019-07-04,19:45:00,Croydon, PedalCycle,2019
367720,51.365569,-0.185589,On Lower Road Near The Junction With Palmerston Road Sutton,2019-11-19,19:45:00,Sutton, PedalCycle,2019
311651,51.365611,-0.221817,Chatsworth Road 50 metres north east of junction with Malden Road,2017-10-02,17:03:00,Sutton, PedalCycle,2017
349936,51.365648,-0.186664,On The Broadway Near The Junction With The Broadway,2019-03-08,19:25:00,Sutton, PedalCycle,2019
337790,51.36571,-0.23368,London Road junction with Sparrow Farm Road,2018-06-13,15:35:00,Sutton, PedalCycle,2018
311518,51.366284,-0.177775,Westmead Road junction with Kingsley Avenue,2017-06-14,18:28:00,Sutton, PedalCycle,2017
354309,51.366504,-0.188512,On Benhill Avenue Near The Junction With Benhill Wood Road,2019-05-15,17:20:00,Sutton, PedalCycle,2019
337763,51.366564,-0.195865,St Nicholas Way junction with Haddon Road,2018-05-13,20:26:00,Sutton, PedalCycle,2018
362729,51.366589,-0.084758,On Brownlow Road Near The Junction With Caroline Close,2019-09-13,16:15:00,Croydon, PedalCycle,2019
337729,51.366894,-0.153616,Manor Road junction with Wrights Row,2018-04-13,07:11:00,Sutton, PedalCycle,2018
337123,51.367065,-0.053046,Upper Shirley Road junction with Oaks Road,2018-06-24,12:39:00,Croydon, PedalCycle,2018
312380,51.367232,-0.306887,Hook Road junction with Hook Parade,2017-04-12,07:42:00,Kingston upon Thames, PedalCycle,2017
310003,51.367366,0.035032,Croydon Road 30 metres east of junction with Quiet Nook,2017-06-25,10:30:00,Bromley, PedalCycle,2017
336194,51.367466,0.044805,Croydon Road junction with Forest Drive,2018-05-11,07:35:00,Bromley, PedalCycle,2018
336502,51.367584,0.025042,Croydon Road junction with Baston Road,2018-10-08,06:40:00,Bromley, PedalCycle,2018
338662,51.367587,-0.306587,Hook Road junction with Elm Road,2018-06-19,18:45:00,Kingston upon Thames, PedalCycle,2018
311133,51.367597,-0.121996,The Ridgeway junction with Croydon Road,2017-10-14,10:35:00,Croydon, PedalCycle,2017
348840,51.367621,-0.11905,On Purley Way Near The Junction With Croydon Road,2019-02-20,17:40:00,Croydon, PedalCycle,2019
311140,51.367642,-0.099138,South End junction with High Street,2017-10-18,16:45:00,Croydon, PedalCycle,2017
356147,51.367723,-0.099134,On High Street Near The Junction With Lower Coombe Road,2019-06-11,13:25:00,Croydon, PedalCycle,2019
369236,51.367732,-0.096404,On Park Lane 40 metres north of The Junction With Coombe Road,2019-12-09,07:48:00,Croydon, PedalCycle,2019
311429,51.36798,-0.217933,Church Hill Road junction with Abbotts Road,2017-03-06,07:00:00,Sutton, PedalCycle,2017
730351,51.368065,-0.115297,On Stafford Road Near The Junction With Duppas Hill Road,2019-07-23,08:13:00,Croydon, PedalCycle,2019
362329,51.368138,-0.115351,On Duppas Hill Road Near The Junction With Epsom Road,2019-09-08,13:45:00,Croydon, PedalCycle,2019
312503,51.36816,-0.302687,Gosbury Hill junction with Orchard Gardens,2017-08-24,08:20:00,Kingston upon Thames, PedalCycle,2017
311614,51.368181,-0.231142,London Road junction with Oaks Avenue,2017-08-25,17:30:00,Sutton, PedalCycle,2017
309978,51.368249,-0.005873,Addington Road junction with Corkscrew Hill,2017-06-21,19:37:00,Bromley, PedalCycle,2017
336469,51.368254,-0.00616,Addington Road junction with Corkscrew Hill,2018-09-22,10:30:00,Bromley, PedalCycle,2018
364728,51.368262,-0.006059,On Addington Road Near The Junction With Corkscrew Hill,2019-10-09,13:20:00,Bromley, PedalCycle,2019
730817,51.36828,-0.006102,On Addington Road Near The Junction With Corkscrew Hill,2019-07-29,20:05:00,Bromley, PedalCycle,2019
730874,51.368336,0.084698,On Tubbenden Lane Near The Junction With Ruskin Drive,2019-07-30,21:03:00,Bromley, PedalCycle,2019
351839,51.368382,-0.005724,On Addington Road Near The Junction With Layhams Road,2019-04-06,07:30:00,Bromley, PedalCycle,2019
338777,51.368401,-0.313165,Clayton Road 39 metres north west of junction with Devon Way,2018-10-31,13:25:00,Kingston upon Thames, PedalCycle,2018
361843,51.368423,-0.006038,On Addington Road Near The Junction With Corckscrew Hill,2019-09-01,17:40:00,Bromley, PedalCycle,2019
312335,51.368486,-0.306554,Hook Road junction with Cecil Close,2017-02-20,08:10:00,Kingston upon Thames, PedalCycle,2017
336954,51.3687,-0.103404,Lower Coombe Street [Roundabout] junction with Old Town,2018-04-14,08:50:00,Croydon, PedalCycle,2018
338608,51.368988,-0.291594,Mount Road junction with Cox Lane,2018-04-25,07:45:00,Kingston upon Thames, PedalCycle,2018
338540,51.369009,-0.286852,Davis Road junction with Davis Road Chessington,2018-02-02,06:30:00,Kingston upon Thames, PedalCycle,2018
337807,51.369129,-0.135711,Croydon Road 82 metres west of junction with Guy Road,2018-06-29,08:05:00,Sutton, PedalCycle,2018
338741,51.369207,-0.300493,Orchard Road junction with Gosbury Hill,2018-09-18,07:50:00,Kingston upon Thames, PedalCycle,2018
370794,51.369487,-0.09978,On High Street Near The Junction With Laud Street,2019-02-04,21:15:00,Croydon, PedalCycle,2019
311624,51.369533,-0.144171,Croydon Road 20 metres west of junction with Demesne Road,2017-09-12,14:40:00,Sutton, PedalCycle,2017
336918,51.369584,-0.113568,Epsom Road 56 metres north of junction with Penfold Close,2018-03-24,09:05:00,Croydon, PedalCycle,2018
719147,51.36964,-0.18313,On Benhill Road Near The Junction With Na,2019-01-23,09:15:00,Sutton, PedalCycle,2019
310515,51.369723,-0.099913,High Street junction with Laud Street,2017-02-06,08:50:00,Croydon, PedalCycle,2017
310278,51.369944,0.000234,Croydon Road junction with Glebe Way,2017-11-09,06:25:00,Bromley, PedalCycle,2017
362701,51.370268,-0.158293,On Vellum Drive Near The Junction With Butter Hill,2019-09-09,08:30:00,Sutton, PedalCycle,2019
311747,51.370375,-0.22761,Malden Road junction with Churchill Road,2017-12-07,06:05:00,Sutton, PedalCycle,2017
367714,51.370411,-0.227019,On Malden Road Near The Junction With Churchill Road,2019-11-19,18:00:00,Sutton, PedalCycle,2019
311560,51.370417,-0.194995,Sutton High Street junction with Bushey Road,2017-07-17,08:10:00,Sutton, PedalCycle,2017
311451,51.370726,-0.168547,Wrythe Lane junction with west Street,2017-04-08,12:10:00,Sutton, PedalCycle,2017
352560,51.370796,-0.100128,On High Street Near The Junction With Fell Road,2019-04-18,13:10:00,Croydon, PedalCycle,2019
310345,51.370996,0.089359,Tubbenden Lane 100 metres west of junction with Crofton Road,2017-12-02,10:50:00,Bromley, PedalCycle,2017
730203,51.371014,-0.001357,On Addington Road Near The Junction With Glebe Way,2019-07-21,02:23:00,Bromley, PedalCycle,2019
364742,51.371028,-0.162573,On Denmark Road Near The Junction With Denmark Gardens,2019-10-10,14:00:00,Sutton, PedalCycle,2019
730740,51.371044,-0.117171,On Purley Way 5 metres south of The Junction With Waddon Road,2019-07-28,14:10:00,Croydon, PedalCycle,2019
348934,51.371105,-0.194695,On High Street 15 metres south of The Junction With Oakhill Road,2019-02-21,19:21:00,Sutton, PedalCycle,2019
337483,51.371223,-0.103731,Church Road junction with Belvedere Road,2018-11-15,19:10:00,Croydon, PedalCycle,2018
